"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,175,74,101,115,60,0,2020-11-17 10:26:19,112,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,219,128,91,193,23,3,2020-11-17 10:26:22,105,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,159,62,97,132,26,1,2020-11-17 10:26:25,131,0
4,"69","Prienų r.","2","Kauno apskr.",NA,303,118,185,225,75,2,2020-11-17 10:26:29,189,1
5,"46","Jonavos r.","2","Kauno apskr.",NA,350,178,172,290,58,2,2020-11-17 10:26:32,233,0
6,"74","Rietavo","8","Telšių apskr.",NA,107,44,63,69,36,2,2020-11-17 10:26:35,67,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,851,380,471,671,164,16,2020-11-17 10:26:39,481,0
8,"19","Kauno m.","2","Kauno apskr.",NA,4114,1892,2221,3442,620,38,2020-11-17 10:26:44,2096,13
9,"11","Alytaus m.","1","Alytaus apskr.",NA,620,242,378,571,46,3,2020-11-17 10:26:47,479,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,110,52,58,78,31,0,2020-11-17 10:26:48,78,1
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,235,92,143,132,96,6,2020-11-17 10:26:50,106,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,63,31,32,38,24,1,2020-11-17 10:26:52,40,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,123,56,67,76,44,0,2020-11-17 10:26:54,69,1
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,712,308,403,605,92,4,2020-11-17 10:26:56,355,10
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,758,343,414,569,181,7,2020-11-17 10:26:59,376,1
16,"34","Anykščių r.","9","Utenos apskr.",NA,56,28,28,40,16,0,2020-11-17 10:27:01,39,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,80,40,40,50,28,2,2020-11-17 10:27:04,47,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,106,34,72,40,65,1,2020-11-17 10:27:05,34,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,448,179,269,199,230,3,2020-11-17 10:27:07,177,16
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,97,41,56,57,39,1,2020-11-17 10:27:08,62,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,152,67,85,103,47,2,2020-11-17 10:27:10,92,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,305,150,155,248,54,2,2020-11-17 10:27:12,218,1
25,"79","Trakų r.","10","Vilniaus apskr.",NA,280,118,158,191,87,1,2020-11-17 10:27:15,157,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,116,54,62,70,44,2,2020-11-17 10:27:17,56,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,263,103,160,215,43,4,2020-11-17 10:27:19,161,1
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,172,85,87,128,41,3,2020-11-17 10:27:21,70,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,26,11,15,16,9,0,2020-11-17 10:27:23,15,1
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,223,93,130,163,56,2,2020-11-17 10:27:25,156,1
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,1428,588,814,944,471,4,2020-11-17 10:27:28,674,5
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,451,191,260,232,213,1,2020-11-17 10:27:30,223,5
36,"43","Zarasų r.","9","Utenos apskr.",NA,30,18,12,22,7,1,2020-11-17 10:27:32,22,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,441,186,255,358,76,5,2020-11-17 10:27:34,295,2
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,353,131,220,200,143,9,2020-11-17 10:27:37,179,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,383,141,242,200,174,6,2020-11-17 10:27:39,114,3
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,277,112,161,171,105,0,2020-11-17 10:27:41,158,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,74,31,43,43,27,3,2020-11-17 10:27:42,44,1
42,"52","Kauno r.","2","Kauno apskr.",NA,1358,613,745,1142,201,13,2020-11-17 10:27:45,716,2
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,428,165,262,315,105,5,2020-11-17 10:27:47,262,3
45,"77","Tauragės r.","7","Tauragės apskr.",NA,507,235,272,388,115,4,2020-11-17 10:27:49,374,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,47,20,27,29,18,0,2020-11-17 10:27:51,29,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,263,98,165,184,66,5,2020-11-17 10:27:53,105,8
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,205,100,103,153,52,0,2020-11-17 10:27:54,81,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,12,5,6,10,2,0,2020-11-17 10:27:56,6,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,726,334,392,534,185,7,2020-11-17 10:27:58,487,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,50,21,29,22,28,0,2020-11-17 10:28:00,22,0
52,"78","Telšių r.","8","Telšių apskr.",NA,486,169,317,308,168,7,2020-11-17 10:28:02,328,3
53,"68","Plungės r.","8","Telšių apskr.",NA,716,274,442,469,232,14,2020-11-17 10:28:04,195,1
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,591,212,376,468,113,9,2020-11-17 10:28:07,342,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,152,66,86,127,23,2,2020-11-17 10:28:09,98,0
