"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,64,30,34,44,20,0,2020-11-04 11:37:25,42,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,115,73,42,107,7,1,2020-11-04 11:37:26,87,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,31,12,19,18,12,1,2020-11-04 11:37:27,15,0
4,"69","Prienų r.","2","Kauno apskr.",NA,115,46,69,76,37,2,2020-11-04 11:37:28,72,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,129,59,70,95,34,0,2020-11-04 11:37:29,85,0
6,"74","Rietavo","8","Telšių apskr.",NA,43,16,27,26,17,0,2020-11-04 11:37:30,26,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,393,168,222,279,99,12,2020-11-04 11:37:32,236,0
8,"19","Kauno m.","2","Kauno apskr.",NA,2040,963,1077,1519,500,15,2020-11-04 11:37:35,1154,6
9,"11","Alytaus m.","1","Alytaus apskr.",NA,144,56,88,104,39,1,2020-11-04 11:37:36,99,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,32,19,13,10,22,0,2020-11-04 11:37:36,9,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,136,55,81,89,43,3,2020-11-04 11:37:37,69,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,24,10,14,18,6,0,2020-11-04 11:37:38,14,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,55,21,34,36,19,0,2020-11-04 11:37:39,35,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,366,148,217,301,51,4,2020-11-04 11:37:40,170,9
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,354,172,182,261,88,5,2020-11-04 11:37:42,214,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,17,9,8,6,11,0,2020-11-04 11:37:43,4,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,35,21,14,12,21,2,2020-11-04 11:37:43,13,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,72,24,48,25,47,0,2020-11-04 11:37:44,27,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,274,104,170,54,203,2,2020-11-04 11:37:46,36,15
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,38,17,21,12,26,0,2020-11-04 11:37:46,10,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,65,32,33,35,29,1,2020-11-04 11:37:47,28,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,90,48,41,66,22,1,2020-11-04 11:37:48,41,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,125,54,70,77,47,0,2020-11-04 11:37:49,62,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,67,29,38,48,19,0,2020-11-04 11:37:50,43,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,104,42,62,81,22,1,2020-11-04 11:37:51,62,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,107,48,58,90,14,2,2020-11-04 11:37:52,71,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,11,2,9,5,6,0,2020-11-04 11:37:53,3,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,68,27,41,32,36,0,2020-11-04 11:37:53,32,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,785,330,453,436,340,3,2020-11-04 11:37:55,323,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,231,104,127,130,101,0,2020-11-04 11:37:57,114,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,8,7,1,2,6,0,2020-11-04 11:37:58,2,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,150,66,84,109,40,0,2020-11-04 11:37:59,102,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,183,59,124,75,98,9,2020-11-04 11:38:00,63,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,274,92,182,188,79,5,2020-11-04 11:38:02,137,2
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,124,43,81,96,27,0,2020-11-04 11:38:03,94,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,34,18,16,27,6,0,2020-11-04 11:38:04,25,1
42,"52","Kauno r.","2","Kauno apskr.",NA,652,302,350,481,162,8,2020-11-04 11:38:06,368,1
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,166,59,107,133,28,5,2020-11-04 11:38:07,126,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,140,82,58,81,58,1,2020-11-04 11:38:08,76,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,19,6,13,6,13,0,2020-11-04 11:38:09,3,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,164,62,102,130,29,3,2020-11-04 11:38:10,113,2
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,130,63,67,92,38,0,2020-11-04 11:38:11,66,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,7,2,4,5,1,0,2020-11-04 11:38:12,3,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,254,91,163,182,69,3,2020-11-04 11:38:13,190,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,28,13,15,4,24,0,2020-11-04 11:38:14,5,0
52,"78","Telšių r.","8","Telšių apskr.",NA,182,65,117,133,46,3,2020-11-04 11:38:15,137,0
53,"68","Plungės r.","8","Telšių apskr.",NA,527,202,324,450,68,7,2020-11-04 11:38:17,404,1
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,275,92,183,192,76,7,2020-11-04 11:38:19,168,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,54,19,34,46,6,1,2020-11-04 11:38:20,46,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,45,24,21,37,8,0,2020-11-04 11:38:20,35,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,787,314,473,258,515,12,2020-11-04 11:38:22,91,2
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,4553,2216,2325,3400,1107,26,2020-11-04 11:38:28,2534,8
60,"87","Šilalės r.","7","Tauragės apskr.",NA,153,55,98,126,27,0,2020-11-04 11:38:29,123,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,1423,606,812,1093,302,21,2020-11-04 11:38:31,891,2
20,"30","Visagino","9","Utenos apskr.",NA,26,12,14,6,18,2,2020-11-04 11:38:32,7,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,112,46,66,90,22,0,2020-11-04 11:38:33,75,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,323,154,169,199,121,3,2020-11-04 11:38:35,140,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,1134,449,676,916,192,11,2020-11-04 11:38:37,615,6
30,"12","Birštono","2","Kauno apskr.",NA,16,7,9,13,3,0,2020-11-04 11:38:38,12,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,22,12,10,12,10,0,2020-11-04 11:38:39,8,0
