"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-07-13","VU ligoninės Santaros klinikų laboratorija",887,0,882,0,5,0,NA,NA,77,0
"2020-07-13","Klaipėdos universitetinės ligoninės laboratorija",459,86,458,86,1,0,NA,NA,0,0
"2020-07-13","Nacionalinė visuomenės sveikatos priežiūros laboratorija",85,0,85,0,0,0,NA,NA,40,0
"2020-07-13","Respublikinės Šiaulių ligoninės laboratorija",260,77,260,77,0,0,NA,NA,0,0
"2020-07-13","LSMU ligoninės Kauno klinikų laboratorija",1185,267,1171,257,14,10,NA,NA,0,0
"2020-07-13","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,200,369,197,3,1,NA,NA,27,0
"2020-07-13","Nacionalinio vėžio instituto laboratorija",92,0,92,0,0,0,NA,NA,10,0
"2020-07-13","UAB „Baltic Medics“",60,23,60,23,0,0,NA,NA,0,0
"2020-07-13","UAB „Diagnostikos laboratorija“ („Antėja“)",77,8,77,8,0,0,NA,NA,123,22
"2020-07-13","UAB „Medicina practica laboratorija“",180,23,180,23,0,0,NA,NA,2,0
"2020-07-13","UAB „SK Impeks Medicinos diagnostikos centras“",48,0,48,0,0,0,NA,NA,4,0
"2020-07-13","Respublikinės Panevėžio ligoninės laboratorija",25,0,25,0,0,0,NA,NA,0,0
