"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-05-08","VU ligoninės Santaros klinikų laboratorija",944,0,931,0,13,0,NA,NA,6,0
"2020-05-08","Klaipėdos universitetinės ligoninės laboratorija",562,126,559,124,3,0,NA,NA,0,0
"2020-05-08","Nacionalinė visuomenės sveikatos priežiūros laboratorija",615,146,614,146,1,0,NA,NA,250,28
"2020-05-08","Respublikinės Šiaulių ligoninės laboratorija",899,118,899,118,0,0,NA,NA,0,0
"2020-05-08","LSMU ligoninės Kauno klinikų laboratorija",2156,606,2154,606,2,0,NA,NA,0,0
"2020-05-08","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",854,716,830,705,24,4,NA,NA,200,200
"2020-05-08","Nacionalinio vėžio instituto laboratorija",365,40,365,40,0,0,NA,NA,231,0
"2020-05-08","UAB „Baltic Medics“",298,298,298,298,0,0,NA,NA,0,0
"2020-05-08","UAB „Diagnostikos laboratorija“",588,242,587,241,1,0,NA,NA,1,0
"2020-05-08","UAB „Medicina practica laboratorija“",212,0,212,0,0,0,NA,NA,0,0
"2020-05-08","UAB „SK Impeks Medicinos diagnostikos centras“",36,0,36,0,0,0,NA,NA,0,0
"2020-05-08","VU Gyvybės mokslų centras",397,0,397,0,0,0,NA,NA,286,209
"2020-05-08","UAB „Invitro diagnostika“",191,81,190,80,1,0,NA,NA,0,0
"2020-05-08","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0
