"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-04,"VU ligoninės Santaros klinikų laboratorija",1619,0,1520,0,99,0,NA,NA,7,0
2020-11-04,"Klaipėdos universitetinės ligoninės laboratorija",1035,436,808,253,227,183,NA,NA,48,48
2020-11-04,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",325,3,309,3,16,0,NA,NA,45,0
2020-11-04,"Respublikinės Šiaulių ligoninės laboratorija",746,0,698,0,48,0,NA,NA,0,0
2020-11-04,"LSMU ligoninės Kauno klinikų laboratorija",788,0,768,0,20,0,NA,NA,0,0
2020-11-04,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1116,960,851,698,265,259,NA,NA,465,430
2020-11-04,"Nacionalinio vėžio instituto laboratorija",90,0,88,0,2,0,NA,NA,29,0
2020-11-04,"UAB „Baltic Medics“",1263,842,1125,740,138,102,NA,NA,0,0
2020-11-04,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",1055,172,982,134,73,38,NA,NA,1212,428
2020-11-04,"UAB „Medicina practica laboratorija“",2846,286,2626,220,220,66,NA,NA,186,16
2020-11-04,"UAB „SK Impeks Medicinos diagnostikos centras“",167,0,157,0,10,0,NA,NA,0,0
2020-11-04,"UAB „InMedica“",457,33,392,18,65,15,NA,NA,0,0
2020-11-04,"Respublikinės Panevėžio ligoninės laboratorija",190,0,175,0,15,0,NA,NA,0,0
2020-11-04,"Tauragės ligoninės laboratorija",1,0,0,0,1,0,NA,NA,0,0
2020-11-04,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1524,883,1311,732,213,151,NA,NA,282,282
2020-11-04,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",1145,543,1007,410,138,133,NA,NA,126,126
2020-11-04,"SYNLAB Lietuva UAB",199,0,183,0,16,0,NA,NA,0,0
2020-11-04,"Respublikinės Klaipėdos ligoninės laboratorija",28,0,22,0,6,0,NA,NA,0,0
