"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-08-05","VU ligoninės Santaros klinikų laboratorija",769,0,761,0,8,0,NA,NA,7,0
"2020-08-05","Klaipėdos universitetinės ligoninės laboratorija",421,113,419,112,3,1,NA,NA,0,0
"2020-08-05","Nacionalinė visuomenės sveikatos priežiūros laboratorija",344,42,344,42,0,0,NA,NA,0,0
"2020-08-05","Respublikinės Šiaulių ligoninės laboratorija",294,77,294,77,0,0,NA,NA,0,0
"2020-08-05","LSMU ligoninės Kauno klinikų laboratorija",1056,197,1051,197,5,5,NA,NA,0,0
"2020-08-05","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",466,255,458,249,8,5,NA,NA,96,70
"2020-08-05","Nacionalinio vėžio instituto laboratorija",69,0,69,0,0,0,NA,NA,0,0
"2020-08-05","UAB „Baltic Medics“",101,69,101,69,0,0,NA,NA,0,0
"2020-08-05","UAB „Diagnostikos laboratorija“ („Antėja“)",132,29,132,29,0,0,NA,NA,116,44
"2020-08-05","UAB „Medicina practica laboratorija“",381,143,377,140,4,3,NA,NA,23,10
"2020-08-05","UAB „SK Impeks Medicinos diagnostikos centras“",60,0,60,0,0,0,NA,NA,0,0
"2020-08-05","UAB „Invitro diagnostika“",147,47,139,41,8,4,NA,NA,6,3
"2020-08-05","Respublikinės Panevėžio ligoninės laboratorija",167,0,167,0,0,0,NA,NA,0,0
