"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-08-10","VU ligoninės Santaros klinikų laboratorija",884,0,879,0,5,0,NA,NA,8,0
"2020-08-10","Klaipėdos universitetinės ligoninės laboratorija",506,136,500,132,6,2,NA,NA,0,0
"2020-08-10","Nacionalinė visuomenės sveikatos priežiūros laboratorija",71,15,71,15,0,0,NA,NA,30,0
"2020-08-10","Respublikinės Šiaulių ligoninės laboratorija",303,81,303,81,0,0,NA,NA,0,0
"2020-08-10","LSMU ligoninės Kauno klinikų laboratorija",1154,288,1140,276,14,11,NA,NA,0,0
"2020-08-10","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,300,458,293,7,7,NA,NA,30,0
"2020-08-10","Nacionalinio vėžio instituto laboratorija",110,0,110,0,0,0,NA,NA,0,0
"2020-08-10","UAB „Baltic Medics“",84,33,84,33,0,0,NA,NA,0,0
"2020-08-10","UAB „Diagnostikos laboratorija“ („Antėja“)",103,2,103,2,0,0,NA,NA,104,0
"2020-08-10","UAB „Medicina practica laboratorija“",374,16,372,16,2,0,NA,NA,44,20
"2020-08-10","UAB „SK Impeks Medicinos diagnostikos centras“",144,0,144,0,0,0,NA,NA,10,0
"2020-08-10","Respublikinės Panevėžio ligoninės laboratorija",71,0,71,0,0,0,NA,NA,0,0
