"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-15","VU ligoninės Santaros klinikų laboratorija",1062,0,1054,0,8,0,NA,NA,9,0
"2020-06-15","Klaipėdos universitetinės ligoninės laboratorija",503,187,503,187,0,0,NA,NA,0,0
"2020-06-15","Nacionalinė visuomenės sveikatos priežiūros laboratorija",71,46,71,46,0,0,NA,NA,50,0
"2020-06-15","Respublikinės Šiaulių ligoninės laboratorija",468,100,466,100,2,0,NA,NA,0,0
"2020-06-15","LSMU ligoninės Kauno klinikų laboratorija",1118,257,1116,256,2,1,NA,NA,50,50
"2020-06-15","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,465,462,462,3,1,NA,NA,280,280
"2020-06-15","Nacionalinio vėžio instituto laboratorija",314,37,314,37,0,0,NA,NA,9,0
"2020-06-15","UAB „Baltic Medics“",45,44,45,44,0,0,NA,NA,0,0
"2020-06-15","UAB „Diagnostikos laboratorija“ („Antėja“)",135,42,134,42,1,0,NA,NA,486,48
"2020-06-15","UAB „Medicina practica laboratorija“",103,41,103,41,0,0,NA,NA,124,31
"2020-06-15","UAB „SK Impeks Medicinos diagnostikos centras“",23,0,23,0,0,0,NA,NA,0,0
"2020-06-15","Respublikinės Panevėžio ligoninės laboratorija",103,0,103,0,0,0,NA,NA,0,0
