"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-19,"VU ligoninės Santaros klinikų laboratorija",1134,0,1128,0,6,0,NA,NA,5,0
2020-10-19,"Klaipėdos universitetinės ligoninės laboratorija",755,150,708,120,47,28,NA,NA,0,0
2020-10-19,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",113,65,109,65,4,0,NA,NA,45,0
2020-10-19,"Respublikinės Šiaulių ligoninės laboratorija",393,0,382,0,11,0,NA,NA,214,0
2020-10-19,"LSMU ligoninės Kauno klinikų laboratorija",569,0,561,0,8,0,NA,NA,0,0
2020-10-19,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1114,756,1006,648,108,88,NA,NA,442,420
2020-10-19,"Nacionalinio vėžio instituto laboratorija",95,0,94,0,1,0,NA,NA,6,0
2020-10-19,"UAB „Baltic Medics“",460,215,410,190,50,25,NA,NA,0,0
2020-10-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",476,102,470,98,6,3,NA,NA,97,0
2020-10-19,"UAB „Medicina practica laboratorija“",1290,125,1255,104,35,21,NA,NA,94,10
2020-10-19,"UAB „SK Impeks Medicinos diagnostikos centras“",156,0,155,0,1,0,NA,NA,0,0
2020-10-19,"Respublikinės Panevėžio ligoninės laboratorija",168,0,165,0,3,0,NA,NA,0,0
2020-10-19,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",902,590,839,539,63,51,NA,NA,97,97
2020-10-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",452,392,420,214,34,28,NA,NA,25,25
2020-10-19,"SYNLAB Lietuva UAB",34,0,34,0,0,0,NA,NA,0,0
2020-10-19,"Respublikinės Klaipėdos ligoninės laboratorija",20,0,20,0,0,0,NA,NA,0,0
