"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-05-25","VU ligoninės Santaros klinikų laboratorija",960,0,944,0,16,0,NA,NA,9,0
"2020-05-25","Klaipėdos universitetinės ligoninės laboratorija",419,153,415,151,4,0,NA,NA,0,0
"2020-05-25","Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,0,245,0,1,0,NA,NA,229,0
"2020-05-25","Respublikinės Šiaulių ligoninės laboratorija",503,15,503,15,0,0,NA,NA,0,0
"2020-05-25","LSMU ligoninės Kauno klinikų laboratorija",1440,309,1440,309,0,0,NA,NA,91,50
"2020-05-25","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",456,456,452,452,4,3,NA,NA,125,125
"2020-05-25","Nacionalinio vėžio instituto laboratorija",357,38,357,38,0,0,NA,NA,4,2
"2020-05-25","UAB „Baltic Medics“",55,54,55,54,0,0,NA,NA,0,0
"2020-05-25","UAB „Diagnostikos laboratorija“",154,38,154,38,0,0,NA,NA,253,40
"2020-05-25","UAB „Medicina practica laboratorija“",117,23,117,23,0,0,NA,NA,38,0
"2020-05-25","UAB „SK Impeks Medicinos diagnostikos centras“",24,0,24,0,0,0,NA,NA,0,0
"2020-05-25","VU Gyvybės mokslų centras",369,0,369,0,0,0,NA,NA,357,0
"2020-05-25","Respublikinės Panevėžio ligoninės laboratorija",69,0,69,0,0,0,NA,NA,0,0
