"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-05-21","VU ligoninės Santaros klinikų laboratorija",854,0,840,0,14,0,NA,NA,15,0
"2020-05-21","Klaipėdos universitetinės ligoninės laboratorija",463,149,460,148,3,1,NA,NA,0,0
"2020-05-21","Nacionalinė visuomenės sveikatos priežiūros laboratorija",604,57,602,56,2,0,NA,NA,230,87
"2020-05-21","Respublikinės Šiaulių ligoninės laboratorija",803,145,803,145,0,0,NA,NA,0,0
"2020-05-21","LSMU ligoninės Kauno klinikų laboratorija",1393,379,1390,379,3,0,NA,NA,0,0
"2020-05-21","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",471,428,466,423,5,2,NA,NA,137,133
"2020-05-21","Nacionalinio vėžio instituto laboratorija",365,34,363,34,2,0,NA,NA,8,0
"2020-05-21","UAB „Baltic Medics“",241,186,241,186,0,0,NA,NA,0,0
"2020-05-21","UAB „Diagnostikos laboratorija“",324,59,324,59,0,0,NA,NA,0,0
"2020-05-21","UAB „Medicina practica laboratorija“",385,49,385,49,0,0,NA,NA,49,0
"2020-05-21","UAB „SK Impeks Medicinos diagnostikos centras“",56,0,56,30,0,0,NA,NA,3,0
"2020-05-21","Respublikinės Panevėžio ligoninės laboratorija",80,0,80,0,0,0,NA,NA,0,0
