"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-08-17","VU ligoninės Santaros klinikų laboratorija",930,0,921,0,9,0,NA,NA,15,0
"2020-08-17","Klaipėdos universitetinės ligoninės laboratorija",454,75,454,75,0,0,NA,NA,0,0
"2020-08-17","Nacionalinė visuomenės sveikatos priežiūros laboratorija",89,19,87,19,2,0,NA,NA,40,0
"2020-08-17","Respublikinės Šiaulių ligoninės laboratorija",301,59,301,59,0,0,NA,NA,0,0
"2020-08-17","LSMU ligoninės Kauno klinikų laboratorija",998,224,991,220,7,4,NA,NA,400,350
"2020-08-17","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,321,462,319,3,2,NA,NA,26,0
"2020-08-17","Nacionalinio vėžio instituto laboratorija",104,0,104,0,0,0,NA,NA,0,0
"2020-08-17","UAB „Baltic Medics“",61,0,61,0,0,0,NA,NA,0,0
"2020-08-17","UAB „Diagnostikos laboratorija“ („Antėja“)",99,4,99,4,0,0,NA,NA,97,23
"2020-08-17","UAB „Medicina practica laboratorija“",468,74,465,71,3,3,NA,NA,0,0
"2020-08-17","UAB „SK Impeks Medicinos diagnostikos centras“",96,0,96,0,0,0,NA,NA,0,0
"2020-08-17","UAB „Invitro diagnostika“",23,0,23,0,0,0,NA,NA,3,0
"2020-08-17","Respublikinės Panevėžio ligoninės laboratorija",100,0,97,0,3,0,NA,NA,0,0
