"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-10-05","VU ligoninės Santaros klinikų laboratorija",1085,0,1075,0,10,0,NA,NA,4,0
"2020-10-05","Klaipėdos universitetinės ligoninės laboratorija",587,158,581,154,6,3,NA,NA,0,0
"2020-10-05","Nacionalinė visuomenės sveikatos priežiūros laboratorija",79,53,79,53,0,0,NA,NA,45,0
"2020-10-05","Respublikinės Šiaulių ligoninės laboratorija",330,0,324,0,6,0,NA,NA,0,0
"2020-10-05","LSMU ligoninės Kauno klinikų laboratorija",386,0,384,0,2,0,NA,NA,0,0
"2020-10-05","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",837,522,793,478,44,27,NA,NA,54,54
"2020-10-05","Nacionalinio vėžio instituto laboratorija",168,0,166,0,2,0,NA,NA,2,0
"2020-10-05","UAB „Baltic Medics“",502,359,438,299,64,40,NA,NA,0,0
"2020-10-05","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",355,28,355,28,0,0,NA,NA,388,207
"2020-10-05","UAB „Medicina practica laboratorija“",1123,189,1096,188,27,1,NA,NA,96,2
"2020-10-05","UAB „SK Impeks Medicinos diagnostikos centras“",110,0,107,0,3,0,NA,NA,0,0
"2020-10-05","Respublikinės Panevėžio ligoninės laboratorija",94,0,94,0,0,0,NA,NA,0,0
"2020-10-05","Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
"2020-10-05","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",828,624,805,601,23,22,NA,NA,37,37
"2020-10-05","UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",136,88,135,87,1,1,NA,NA,35,35
