"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-13,"VU ligoninės Santaros klinikų laboratorija",944,0,936,0,8,0,NA,NA,1,0
2020-10-13,"Klaipėdos universitetinės ligoninės laboratorija",754,175,716,154,38,26,NA,NA,50,48
2020-10-13,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",242,2,234,2,8,0,NA,NA,50,0
2020-10-13,"Respublikinės Šiaulių ligoninės laboratorija",684,0,666,0,18,0,NA,NA,0,0
2020-10-13,"LSMU ligoninės Kauno klinikų laboratorija",544,0,537,0,7,0,NA,NA,0,0
2020-10-13,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,590,649,495,95,76,NA,NA,83,35
2020-10-13,"Nacionalinio vėžio instituto laboratorija",57,0,56,0,1,0,NA,NA,0,0
2020-10-13,"UAB „Baltic Medics“",747,432,730,416,17,7,NA,NA,0,0
2020-10-13,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",455,25,450,23,5,2,NA,NA,513,48
2020-10-13,"UAB „Medicina practica laboratorija“",1194,115,1161,110,33,4,NA,NA,95,8
2020-10-13,"UAB „SK Impeks Medicinos diagnostikos centras“",156,0,154,0,2,0,NA,NA,0,0
2020-10-13,"UAB „InMedica“",282,61,272,59,10,0,NA,NA,0,0
2020-10-13,"Respublikinės Panevėžio ligoninės laboratorija",228,0,226,0,2,0,NA,NA,0,0
2020-10-13,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",738,515,709,496,29,18,NA,NA,94,94
2020-10-13,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",366,316,336,286,30,30,NA,NA,0,0
2020-10-13,"Respublikinės Klaipėdos ligoninės laboratorija",4,0,4,0,0,0,NA,NA,0,0
