"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-26,"VU ligoninės Santaros klinikų laboratorija",1423,0,1398,0,25,0,NA,NA,95,0
2020-10-26,"Klaipėdos universitetinės ligoninės laboratorija",977,350,825,224,152,119,NA,NA,0,0
2020-10-26,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",135,76,134,76,1,0,NA,NA,50,0
2020-10-26,"Respublikinės Šiaulių ligoninės laboratorija",484,0,462,28,22,0,NA,NA,0,0
2020-10-26,"LSMU ligoninės Kauno klinikų laboratorija",573,0,557,0,16,0,NA,NA,0,0
2020-10-26,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1110,976,858,729,252,237,NA,NA,0,0
2020-10-26,"Nacionalinio vėžio instituto laboratorija",72,0,72,0,0,0,NA,NA,9,0
2020-10-26,"UAB „Baltic Medics“",827,350,722,290,105,60,NA,NA,0,0
2020-10-26,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",430,84,406,72,24,12,NA,NA,0,0
2020-10-26,"UAB „Medicina practica laboratorija“",1627,96,1610,94,17,2,NA,NA,484,92
2020-10-26,"UAB „InMedica“",94,0,89,0,5,0,NA,NA,0,0
2020-10-26,"Respublikinės Panevėžio ligoninės laboratorija",122,0,120,0,2,0,NA,NA,0,0
2020-10-26,"Tauragės ligoninės laboratorija",2,0,2,0,0,0,NA,NA,0,0
2020-10-26,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",868,607,776,696,92,80,NA,NA,134,134
2020-10-26,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",595,457,529,260,66,59,NA,NA,149,145
2020-10-26,"SYNLAB Lietuva UAB",30,0,29,0,1,0,NA,NA,0,0
2020-10-26,"Respublikinės Klaipėdos ligoninės laboratorija",21,0,21,0,0,0,NA,NA,0,0
