"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-09,"VU ligoninės Santaros klinikų laboratorija",1554,0,1473,0,81,0,NA,NA,256,0
2020-11-09,"Klaipėdos universitetinės ligoninės laboratorija",846,321,705,229,141,91,NA,NA,56,56
2020-11-09,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",135,93,133,92,2,1,NA,NA,45,0
2020-11-09,"Respublikinės Šiaulių ligoninės laboratorija",433,0,401,0,32,0,NA,NA,0,0
2020-11-09,"LSMU ligoninės Kauno klinikų laboratorija",1027,0,991,0,36,0,NA,NA,7,0
2020-11-09,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1209,1016,923,734,286,278,NA,NA,300,260
2020-11-09,"Nacionalinio vėžio instituto laboratorija",80,0,76,0,4,0,NA,NA,1,0
2020-11-09,"UAB „Baltic Medics“",1041,467,920,399,121,68,NA,NA,0,0
2020-11-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",943,572,754,383,189,189,NA,NA,280,0
2020-11-09,"UAB „Medicina practica laboratorija“",2278,94,2116,61,162,33,NA,NA,122,48
2020-11-09,"UAB „SK Impeks Medicinos diagnostikos centras“",168,0,156,0,12,0,NA,NA,0,0
2020-11-09,"UAB „InMedica“",282,37,253,28,29,9,NA,NA,0,0
2020-11-09,"Respublikinės Panevėžio ligoninės laboratorija",162,0,147,0,15,0,NA,NA,0,0
2020-11-09,"VšĮ Respublikinės Vilniaus universitetinės ligoninės laboratorija",45,0,43,0,2,0,NA,NA,0,0
2020-11-09,"Tauragės ligoninės laboratorija",3,0,2,0,1,0,NA,NA,0,0
2020-11-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1861,1152,1646,937,215,215,NA,NA,200,200
2020-11-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",468,339,366,239,102,100,NA,NA,261,259
2020-11-09,"SYNLAB Lietuva UAB",188,0,171,0,17,0,NA,NA,0,0
2020-11-09,"Respublikinės Klaipėdos ligoninės laboratorija",39,0,33,0,6,0,NA,NA,0,0
