"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile","created"
2020-08-04,"VU ligoninės Santaros klinikų laboratorija",878,0,878,0,0,0,NA,NA,2,0,2020-08-05 16:20:01
2020-08-04,"Klaipėdos universitetinės ligoninės laboratorija",400,106,400,106,0,0,NA,NA,0,0,2020-08-05 16:20:01
2020-08-04,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",247,0,247,0,0,0,NA,NA,45,0,2020-08-05 16:20:01
2020-08-04,"Respublikinės Šiaulių ligoninės laboratorija",250,68,250,67,2,1,NA,NA,0,0,2020-08-05 16:20:01
2020-08-04,"LSMU ligoninės Kauno klinikų laboratorija",1440,461,1429,456,11,5,NA,NA,0,0,2020-08-05 16:20:01
2020-08-04,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",373,176,370,173,3,1,NA,NA,120,120,2020-08-05 16:20:01
2020-08-04,"UAB „Baltic Medics“",42,42,42,42,0,0,NA,NA,0,0,2020-08-05 16:20:01
2020-08-04,"UAB „Diagnostikos laboratorija“ („Antėja“)",278,9,277,9,1,0,NA,NA,99,20,2020-08-05 16:20:01
2020-08-04,"UAB „Medicina practica laboratorija“",577,142,575,141,2,1,NA,NA,7,1,2020-08-05 16:20:01
2020-08-04,"UAB „SK Impeks Medicinos diagnostikos centras“",130,0,129,0,1,0,NA,NA,0,0,2020-08-05 16:20:01
2020-08-04,"UAB „Invitro diagnostika“",111,48,107,44,4,4,NA,NA,7,5,2020-08-05 16:20:01
2020-08-04,"Respublikinės Panevėžio ligoninės laboratorija",133,0,133,0,0,0,NA,NA,0,0,2020-08-05 16:20:01
