"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-23,"VU ligoninės Santaros klinikų laboratorija",1066,32,1042,29,24,3,NA,NA,94,6
2020-10-23,"Klaipėdos universitetinės ligoninės laboratorija",1128,422,1024,336,104,76,NA,NA,64,64
2020-10-23,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",266,9,264,9,2,0,NA,NA,45,0
2020-10-23,"Respublikinės Šiaulių ligoninės laboratorija",547,75,481,54,66,19,NA,NA,0,0
2020-10-23,"LSMU ligoninės Kauno klinikų laboratorija",945,0,931,0,14,0,NA,NA,0,0
2020-10-23,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1205,950,1045,794,160,153,NA,NA,442,440
2020-10-23,"Nacionalinio vėžio instituto laboratorija",84,0,84,0,0,0,NA,NA,1,0
2020-10-23,"UAB „Baltic Medics""",563,270,481,208,82,62,NA,NA,0,0
2020-10-23,"UAB „Diagnostikos laboratorija"" („Antėja"" Vilnius)",619,73,606,68,13,5,NA,NA,114,0
2020-10-23,"UAB „Medicina practica laboratorija""",1505,86,1447,77,58,9,NA,NA,150,45
2020-10-23,"UAB „SK Impeks Medicinos diagnostikos centras""",187,0,184,0,3,0,NA,NA,0,0
2020-10-23,"UAB „InMedica""",470,79,455,73,15,6,NA,NA,0,0
2020-10-23,"Respublikinės Panevėžio ligoninės laboratorija",149,0,149,0,0,0,NA,NA,0,0
2020-10-23,"Tauragės ligoninės laboratorija",8,0,6,0,2,0,NA,NA,0,0
2020-10-23,"UAB „Diagnostikos laboratorija"" („Antėja"" Kaunas)",819,544,737,468,82,76,NA,NA,114,114
2020-10-23,"UAB „Diagnostikos laboratorija"" („Antėja"" Klaipėda)",627,489,567,429,60,60,NA,NA,0,0
2020-10-23,"SYNLAB Lietuva UAB",219,0,217,0,2,0,NA,NA,0,0
2020-10-23,"Respublikinės Klaipėdos ligoninės laboratorija",31,0,21,0,10,0,NA,NA,0,0
