"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-10-07","VU ligoninės Santaros klinikų laboratorija",945,0,940,0,5,0,NA,NA,0,0
"2020-10-07","Klaipėdos universitetinės ligoninės laboratorija",532,132,513,121,19,10,NA,NA,0,0
"2020-10-07","Nacionalinė visuomenės sveikatos priežiūros laboratorija",325,0,323,0,2,0,NA,NA,35,0
"2020-10-07","Respublikinės Šiaulių ligoninės laboratorija",338,1,329,0,9,0,NA,NA,0,0
"2020-10-07","LSMU ligoninės Kauno klinikų laboratorija",462,0,459,0,3,0,NA,NA,0,0
"2020-10-07","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",837,494,791,448,46,38,NA,NA,100,100
"2020-10-07","Nacionalinio vėžio instituto laboratorija",165,0,165,0,0,0,NA,NA,0,0
"2020-10-07","UAB „Baltic Medics“",585,488,538,442,47,31,NA,NA,0,0
"2020-10-07","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",930,214,915,205,15,8,NA,NA,605,280
"2020-10-07","UAB „Medicina practica laboratorija“",1313,104,1292,102,21,2,NA,NA,0,0
"2020-10-07","UAB „SK Impeks Medicinos diagnostikos centras“",91,0,91,0,0,0,NA,NA,0,0
"2020-10-07","UAB „InMedica“",332,94,323,91,9,3,NA,NA,0,0
"2020-10-07","Respublikinės Panevėžio ligoninės laboratorija",96,0,96,0,0,0,NA,NA,0,0
"2020-10-07","Tauragės ligoninės laboratorija",2,0,2,0,0,0,NA,NA,0,0
"2020-10-07","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",897,500,876,479,21,19,NA,NA,116,116
"2020-10-07","UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",26,16,26,16,0,0,NA,NA,0,0
"2020-10-07","SYNLAB Lietuva UAB",39,0,39,0,0,0,NA,NA,0,0
