"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile","created"
2020-10-01,"VU ligoninės Santaros klinikų laboratorija",985,0,981,0,4,0,NA,NA,5,0,2020-10-02 11:29:13
2020-10-01,"Klaipėdos universitetinės ligoninės laboratorija",576,109,575,108,1,1,NA,NA,0,0,2020-10-02 11:29:13
2020-10-01,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",354,2,354,2,0,0,NA,NA,0,0,2020-10-02 11:29:13
2020-10-01,"Respublikinės Šiaulių ligoninės laboratorija",237,0,230,0,7,0,NA,NA,0,0,2020-10-02 11:29:13
2020-10-01,"LSMU ligoninės Kauno klinikų laboratorija",396,0,396,0,0,0,NA,NA,0,0,2020-10-02 11:29:13
2020-10-01,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,454,702,414,42,24,NA,NA,459,120,2020-10-02 11:29:13
2020-10-01,"UAB „Baltic Medics“",569,312,546,189,23,23,NA,NA,0,0,2020-10-02 11:29:13
2020-10-01,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",758,330,721,301,37,29,NA,NA,839,240,2020-10-02 11:29:13
2020-10-01,"UAB „Medicina practica laboratorija“",1044,69,1031,64,13,5,NA,NA,4,0,2020-10-02 11:29:13
2020-10-01,"Respublikinės Panevėžio ligoninės laboratorija",103,0,103,0,0,0,NA,NA,0,0,2020-10-02 11:29:13
2020-10-01,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",658,480,636,460,22,20,NA,NA,34,34,2020-10-02 11:29:13
