"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-05-20","VU ligoninės Santaros klinikų laboratorija",749,0,727,0,22,0,NA,NA,12,0
"2020-05-20","Klaipėdos universitetinės ligoninės laboratorija",546,151,542,150,4,0,NA,NA,0,0
"2020-05-20","Nacionalinė visuomenės sveikatos priežiūros laboratorija",603,45,600,45,3,0,NA,NA,245,57
"2020-05-20","Respublikinės Šiaulių ligoninės laboratorija",1011,222,1011,222,0,0,NA,NA,0,0
"2020-05-20","LSMU ligoninės Kauno klinikų laboratorija",1562,396,1560,395,2,1,NA,NA,70,50
"2020-05-20","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,556,736,549,8,7,NA,NA,133,133
"2020-05-20","Nacionalinio vėžio instituto laboratorija",541,80,541,80,0,0,NA,NA,19,0
"2020-05-20","UAB „Baltic Medics“",342,339,340,337,2,1,NA,NA,0,0
"2020-05-20","UAB „Diagnostikos laboratorija“",542,47,542,47,0,0,NA,NA,20,47
"2020-05-20","UAB „Medicina practica laboratorija“",491,170,490,169,1,1,NA,NA,58,0
"2020-05-20","UAB „SK Impeks Medicinos diagnostikos centras“",92,0,92,0,0,0,NA,NA,5,0
"2020-05-20","VU Gyvybės mokslų centras",162,0,162,0,0,0,NA,NA,0,0
"2020-05-20","Respublikinės Panevėžio ligoninės laboratorija",39,0,39,0,0,0,NA,NA,0,0
