"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-10","VU ligoninės Santaros klinikų laboratorija",729,0,725,0,4,0,NA,NA,5,0
"2020-06-10","Klaipėdos universitetinės ligoninės laboratorija",508,164,508,164,0,0,NA,NA,0,0
"2020-06-10","Nacionalinė visuomenės sveikatos priežiūros laboratorija",516,0,515,0,1,0,NA,NA,40,0
"2020-06-10","Respublikinės Šiaulių ligoninės laboratorija",560,75,560,75,0,0,NA,NA,0,0
"2020-06-10","LSMU ligoninės Kauno klinikų laboratorija",1139,274,1138,274,1,0,NA,NA,0,0
"2020-06-10","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",452,417,451,416,1,0,NA,NA,50,50
"2020-06-10","Nacionalinio vėžio instituto laboratorija",276,21,276,21,0,1,NA,NA,6,0
"2020-06-10","UAB „Baltic Medics“",97,62,97,62,0,0,NA,NA,0,0
"2020-06-10","UAB „Diagnostikos laboratorija“ („Antėja“)",563,26,563,26,0,0,NA,NA,207,31
"2020-06-10","UAB „Medicina practica laboratorija“",154,77,154,77,0,0,NA,NA,97,2
"2020-06-10","UAB „SK Impeks Medicinos diagnostikos centras“",72,0,71,0,1,0,NA,NA,35,0
"2020-06-10","UAB „Invitro diagnostika“",235,31,234,31,1,0,NA,NA,0,0
"2020-06-10","Respublikinės Panevėžio ligoninės laboratorija",95,0,95,0,0,0,NA,NA,0,0
