"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-02,"VU ligoninės Santaros klinikų laboratorija",502,0,469,0,33,0,NA,NA,1,0
2020-11-02,"Klaipėdos universitetinės ligoninės laboratorija",441,150,341,93,100,57,NA,NA,0,0
2020-11-02,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",7,1,6,1,1,0,NA,NA,0,0
2020-11-02,"Respublikinės Šiaulių ligoninės laboratorija",306,0,283,0,23,0,NA,NA,0,0
2020-11-02,"LSMU ligoninės Kauno klinikų laboratorija",534,0,512,0,22,0,NA,NA,0,0
2020-11-02,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",936,894,714,678,222,210,NA,NA,25,25
2020-11-02,"UAB „Baltic Medics“",323,89,243,51,80,38,NA,NA,0,0
2020-11-02,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",125,8,119,5,6,3,NA,NA,0,0
2020-11-02,"UAB „Medicina practica laboratorija“",697,165,647,149,50,16,NA,NA,12,0
2020-11-02,"UAB „InMedica“",50,0,47,0,3,0,NA,NA,0,0
2020-11-02,"Respublikinės Panevėžio ligoninės laboratorija",103,0,96,0,7,0,NA,NA,0,0
2020-11-02,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-11-02,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",949,848,819,735,130,113,NA,NA,224,224
2020-11-02,"Respublikinės Klaipėdos ligoninės laboratorija",19,0,16,0,3,0,NA,NA,0,0
