"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-15,"VU ligoninės Santaros klinikų laboratorija",355,0,329,0,26,0,NA,NA,19,0
2020-11-15,"Klaipėdos universitetinės ligoninės laboratorija",566,277,407,159,159,112,NA,NA,49,0
2020-11-15,"Respublikinės Šiaulių ligoninės laboratorija",331,88,267,49,64,39,NA,NA,0,0
2020-11-15,"LSMU ligoninės Kauno klinikų laboratorija",202,0,193,0,9,0,NA,NA,53,0
2020-11-15,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1023,992,736,710,287,273,NA,NA,4,4
2020-11-15,"UAB „Baltic Medics“",141,35,132,32,9,3,NA,NA,0,0
2020-11-15,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",707,486,542,329,165,157,NA,NA,320,320
2020-11-15,"UAB „Medicina practica laboratorija“",402,176,314,126,88,50,NA,NA,0,0
2020-11-15,"Respublikinės Panevėžio ligoninės laboratorija",147,0,136,0,11,0,NA,NA,0,0
2020-11-15,"VšĮ Respublikinės Vilniaus universitetinės ligoninės laboratorija",131,0,127,0,4,0,NA,NA,0,0
2020-11-15,"Tauragės ligoninės laboratorija",3,0,2,0,1,0,NA,NA,0,0
2020-11-15,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",449,363,403,306,46,40,NA,NA,0,0
2020-11-15,"Regioninės Telšių ligoninės laboratorija",1,0,0,0,1,0,NA,NA,0,0
