"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-08-27","VU ligoninės Santaros klinikų laboratorija",951,0,946,0,5,0,NA,NA,2,0
"2020-08-27","Klaipėdos universitetinės ligoninės laboratorija",516,187,510,183,6,1,NA,NA,0,0
"2020-08-27","Nacionalinė visuomenės sveikatos priežiūros laboratorija",430,0,426,0,4,0,NA,NA,45,0
"2020-08-27","Respublikinės Šiaulių ligoninės laboratorija",316,59,312,59,4,0,NA,NA,0,0
"2020-08-27","LSMU ligoninės Kauno klinikų laboratorija",1095,258,1089,255,6,3,NA,NA,0,0
"2020-08-27","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",558,437,553,432,5,4,NA,NA,50,0
"2020-08-27","UAB „Baltic Medics“",37,0,37,0,0,0,NA,NA,0,0
"2020-08-27","UAB „Diagnostikos laboratorija“ („Antėja“)",833,406,823,397,10,5,NA,NA,400,200
"2020-08-27","UAB „Medicina practica laboratorija“",590,94,587,93,3,1,NA,NA,1,1
"2020-08-27","UAB „SK Impeks Medicinos diagnostikos centras“",60,0,59,0,1,0,NA,NA,0,0
"2020-08-27","UAB „Invitro diagnostika“",133,53,130,53,3,0,NA,NA,0,0
"2020-08-27","Respublikinės Panevėžio ligoninės laboratorija",83,0,83,0,0,0,NA,NA,0,0
