"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-29","VU ligoninės Santaros klinikų laboratorija",1133,0,1128,0,5,0,NA,NA,56,0
"2020-06-29","Klaipėdos universitetinės ligoninės laboratorija",471,144,471,144,0,0,NA,NA,0,0
"2020-06-29","Nacionalinė visuomenės sveikatos priežiūros laboratorija",124,33,124,33,0,0,NA,NA,35,0
"2020-06-29","Respublikinės Šiaulių ligoninės laboratorija",472,79,472,79,0,0,NA,NA,0,0
"2020-06-29","LSMU ligoninės Kauno klinikų laboratorija",1141,352,1141,352,0,0,NA,NA,0,0
"2020-06-29","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,323,369,320,3,1,NA,NA,60,0
"2020-06-29","Nacionalinio vėžio instituto laboratorija",92,0,92,0,0,0,NA,NA,55,0
"2020-06-29","UAB „Baltic Medics“",78,46,78,46,0,0,NA,NA,0,0
"2020-06-29","UAB „Diagnostikos laboratorija“ („Antėja“)",216,46,216,46,0,0,NA,NA,520,36
"2020-06-29","UAB „Medicina practica laboratorija“",198,65,198,65,0,0,NA,NA,54,0
"2020-06-29","UAB „SK Impeks Medicinos diagnostikos centras“",84,0,84,0,0,0,NA,NA,6,0
"2020-06-29","Respublikinės Panevėžio ligoninės laboratorija",91,0,91,0,0,0,NA,NA,0,0
