"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-17,"VU ligoninės Santaros klinikų laboratorija",224,0,220,0,4,0,NA,NA,0,0
2020-10-17,"Klaipėdos universitetinės ligoninės laboratorija",260,140,249,130,11,9,NA,NA,0,0
2020-10-17,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",93,0,90,0,3,0,NA,NA,50,0
2020-10-17,"Respublikinės Šiaulių ligoninės laboratorija",208,0,202,0,6,0,NA,NA,0,0
2020-10-17,"LSMU ligoninės Kauno klinikų laboratorija",834,0,829,0,5,0,NA,NA,0,0
2020-10-17,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,556,660,472,84,70,NA,NA,29,150
2020-10-17,"UAB „Baltic Medics“",343,185,321,165,22,16,NA,NA,0,0
2020-10-17,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",264,242,233,212,31,29,NA,NA,0,0
2020-10-17,"UAB „Medicina practica laboratorija“",321,90,304,81,17,9,NA,NA,19,15
2020-10-17,"Respublikinės Panevėžio ligoninės laboratorija",104,0,103,0,1,0,NA,NA,0,0
2020-10-17,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",372,345,358,331,14,14,NA,NA,141,141
2020-10-17,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",70,33,60,27,10,6,NA,NA,0,0
2020-10-17,"Respublikinės Klaipėdos ligoninės laboratorija",6,0,6,0,0,0,NA,NA,0,0
