"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-22,"VU ligoninės Santaros klinikų laboratorija",1319,0,1306,0,13,0,NA,NA,24,0
2020-10-22,"Klaipėdos universitetinės ligoninės laboratorija",811,306,732,244,79,57,NA,NA,0,0
2020-10-22,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",250,0,248,0,2,0,NA,NA,40,0
2020-10-22,"Respublikinės Šiaulių ligoninės laboratorija",525,0,511,0,14,0,NA,NA,0,0
2020-10-22,"LSMU ligoninės Kauno klinikų laboratorija",934,0,914,0,20,0,NA,NA,0,0
2020-10-22,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1022,886,867,732,155,143,NA,NA,448,448
2020-10-22,"Nacionalinio vėžio instituto laboratorija",84,0,84,0,0,0,NA,NA,7,0
2020-10-22,"UAB „Baltic Medics“",521,160,515,157,6,3,NA,NA,0,0
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",845,54,842,54,3,0,NA,NA,563,104
2020-10-22,"UAB „Medicina practica laboratorija“",1594,206,1538,192,56,14,NA,NA,0,0
2020-10-22,"UAB „SK Impeks Medicinos diagnostikos centras“",146,0,144,0,2,0,NA,NA,0,0
2020-10-22,"UAB „InMedica“",376,88,352,72,24,14,NA,NA,0,0
2020-10-22,"Respublikinės Panevėžio ligoninės laboratorija",154,0,151,0,3,0,NA,NA,0,0
2020-10-22,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",986,650,929,603,57,47,NA,NA,255,161
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",525,485,504,464,21,21,NA,NA,0,0
2020-10-22,"SYNLAB Lietuva UAB",100,0,96,0,4,0,NA,NA,0,0
2020-10-22,"Respublikinės Klaipėdos ligoninės laboratorija",19,0,19,0,0,0,NA,NA,0,0
