"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-10,"VU ligoninės Santaros klinikų laboratorija",302,0,297,0,5,0,NA,NA,6,0
2020-10-10,"Klaipėdos universitetinės ligoninės laboratorija",212,94,203,88,9,3,NA,NA,0,0
2020-10-10,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",181,0,181,0,0,0,NA,NA,40,0
2020-10-10,"Respublikinės Šiaulių ligoninės laboratorija",269,0,251,0,18,0,NA,NA,0,0
2020-10-10,"LSMU ligoninės Kauno klinikų laboratorija",393,0,391,0,2,0,NA,NA,0,0
2020-10-10,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",558,422,508,372,50,32,NA,NA,22,0
2020-10-10,"UAB „Baltic Medics""",448,302,411,271,37,19,NA,NA,0,0
2020-10-10,"UAB „Diagnostikos laboratorija"" („Antėja"" Vilnius)",29,25,27,23,2,2,NA,NA,0,0
2020-10-10,"UAB „Medicina practica laboratorija""",373,274,371,274,2,0,NA,NA,0,0
2020-10-10,"Respublikinės Panevėžio ligoninės laboratorija",52,0,52,0,0,0,NA,NA,0,0
2020-10-10,"UAB „Diagnostikos laboratorija"" („Antėja"" Kaunas)",654,450,637,433,17,17,NA,NA,125,125
2020-10-10,"UAB „Diagnostikos laboratorija"" („Antėja"" Klaipėda)",433,339,401,316,32,22,NA,NA,0,0
2020-10-10,"SYNLAB Lietuva UAB",15,0,15,0,0,0,NA,NA,0,0
2020-10-10,"Respublikinės Klaipėdos ligoninės laboratorija",3,0,3,0,0,0,NA,NA,0,0
