"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-02","VU ligoninės Santaros klinikų laboratorija",888,0,878,0,10,0,NA,NA,0,0
"2020-09-02","Klaipėdos universitetinės ligoninės laboratorija",479,147,475,144,4,1,NA,NA,0,0
"2020-09-02","Nacionalinė visuomenės sveikatos priežiūros laboratorija",250,0,249,0,1,0,NA,NA,45,0
"2020-09-02","Respublikinės Šiaulių ligoninės laboratorija",357,74,354,71,3,3,NA,NA,0,0
"2020-09-02","LSMU ligoninės Kauno klinikų laboratorija",1010,233,1005,232,5,0,NA,NA,0,0
"2020-09-02","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,302,360,290,12,8,NA,NA,400,350
"2020-09-02","Nacionalinio vėžio instituto laboratorija",85,0,85,0,0,0,NA,NA,0,0
"2020-09-02","UAB „Baltic Medics“",177,133,174,130,3,1,NA,NA,0,0
"2020-09-02","UAB „Diagnostikos laboratorija“ („Antėja“)",562,78,562,78,0,0,NA,NA,53,0
"2020-09-02","UAB „Medicina practica laboratorija“",461,43,459,43,2,0,NA,NA,0,0
"2020-09-02","UAB „SK Impeks Medicinos diagnostikos centras“",57,0,57,0,0,0,NA,NA,0,0
"2020-09-02","UAB „Invitro diagnostika“",112,52,109,50,3,1,NA,NA,0,0
"2020-09-02","Respublikinės Panevėžio ligoninės laboratorija",71,0,69,0,2,0,NA,NA,0,0
