"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-08-08","VU ligoninės Santaros klinikų laboratorija",197,0,196,0,1,0,NA,NA,7,0
"2020-08-08","Klaipėdos universitetinės ligoninės laboratorija",154,47,154,47,0,0,NA,NA,0,0
"2020-08-08","Nacionalinė visuomenės sveikatos priežiūros laboratorija",176,0,175,0,1,0,NA,NA,40,0
"2020-08-08","Respublikinės Šiaulių ligoninės laboratorija",62,0,61,0,1,0,NA,NA,0,0
"2020-08-08","LSMU ligoninės Kauno klinikų laboratorija",573,268,557,257,16,11,NA,NA,0,0
"2020-08-08","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",279,206,278,206,1,0,NA,NA,0,0
"2020-08-08","UAB „Baltic Medics“",27,3,27,3,0,0,NA,NA,0,0
"2020-08-08","UAB „Diagnostikos laboratorija“ („Antėja“)",162,19,162,19,0,0,NA,NA,0,0
"2020-08-08","UAB „Medicina practica laboratorija“",168,79,168,79,0,0,NA,NA,0,0
"2020-08-08","Respublikinės Panevėžio ligoninės laboratorija",50,0,50,0,0,0,NA,NA,0,0
