"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-18,"VU ligoninės Santaros klinikų laboratorija",256,0,250,0,6,0,NA,NA,2,0
2020-10-18,"Klaipėdos universitetinės ligoninės laboratorija",258,85,242,76,16,7,NA,NA,0,0
2020-10-18,"Respublikinės Šiaulių ligoninės laboratorija",187,0,177,0,10,0,NA,NA,0,0
2020-10-18,"LSMU ligoninės Kauno klinikų laboratorija",698,0,690,0,8,0,NA,NA,0,0
2020-10-18,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,603,577,529,74,58,NA,NA,279,279
2020-10-18,"UAB „Baltic Medics“",123,41,119,37,4,0,NA,NA,0,0
2020-10-18,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",161,152,141,132,20,20,NA,NA,0,0
2020-10-18,"UAB „Medicina practica laboratorija“",218,52,202,37,16,13,NA,NA,1,0
2020-10-18,"Respublikinės Panevėžio ligoninės laboratorija",71,0,69,0,2,0,NA,NA,0,0
2020-10-18,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",630,612,579,561,51,51,NA,NA,66,66
