"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-22,"VU ligoninės Santaros klinikų laboratorija",1130,0,1119,0,11,0,NA,NA,2,0
2020-10-22,"Klaipėdos universitetinės ligoninės laboratorija",895,215,820,167,75,47,NA,NA,137,137
2020-10-22,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",256,11,252,9,4,2,NA,NA,45,0
2020-10-22,"Respublikinės Šiaulių ligoninės laboratorija",752,0,726,0,26,0,NA,NA,0,0
2020-10-22,"LSMU ligoninės Kauno klinikų laboratorija",727,0,721,0,6,0,NA,NA,0,0
2020-10-22,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",930,872,751,694,179,157,NA,NA,372,372
2020-10-22,"Nacionalinio vėžio instituto laboratorija",60,0,60,0,0,0,NA,NA,9,0
2020-10-22,"UAB „Baltic Medics“",727,420,698,391,29,29,NA,NA,0,0
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",921,158,905,147,16,11,NA,NA,81,20
2020-10-22,"UAB „Medicina practica laboratorija“",1620,112,1558,86,62,26,NA,NA,188,22
2020-10-22,"UAB „SK Impeks Medicinos diagnostikos centras“",132,0,129,0,3,0,NA,NA,0,0
2020-10-22,"UAB „InMedica“",376,0,363,0,13,0,NA,NA,0,0
2020-10-22,"Respublikinės Panevėžio ligoninės laboratorija",158,0,157,0,1,0,NA,NA,0,0
2020-10-22,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1067,697,987,626,80,71,NA,NA,94,94
2020-10-22,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",395,184,382,171,13,9,NA,NA,0,0
2020-10-22,"SYNLAB Lietuva UAB",89,0,86,0,3,0,NA,NA,0,0
2020-10-22,"Respublikinės Klaipėdos ligoninės laboratorija",3,0,3,0,0,0,NA,NA,0,0
