"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-29,"VU ligoninės Santaros klinikų laboratorija",1295,0,1252,0,43,0,NA,NA,72,0
2020-10-29,"Klaipėdos universitetinės ligoninės laboratorija",941,406,802,288,139,115,NA,NA,2,2
2020-10-29,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",313,34,306,34,7,0,NA,NA,45,0
2020-10-29,"Respublikinės Šiaulių ligoninės laboratorija",603,2,574,2,29,0,NA,NA,0,0
2020-10-29,"LSMU ligoninės Kauno klinikų laboratorija",676,0,654,0,22,0,NA,NA,0,0
2020-10-29,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1023,908,842,729,181,169,NA,NA,100,0
2020-10-29,"Nacionalinio vėžio instituto laboratorija",84,0,84,0,0,0,NA,NA,9,0
2020-10-29,"UAB „Baltic Medics“",1070,580,981,500,89,80,NA,NA,0,0
2020-10-29,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",807,65,749,51,58,14,NA,NA,259,87
2020-10-29,"UAB „Medicina practica laboratorija“",2281,135,2130,97,151,35,NA,NA,343,37
2020-10-29,"UAB „SK Impeks Medicinos diagnostikos centras“",228,0,222,0,6,0,NA,NA,0,0
2020-10-29,"UAB „InMedica“",550,67,512,57,38,10,NA,NA,0,0
2020-10-29,"Respublikinės Panevėžio ligoninės laboratorija",178,0,167,0,11,0,NA,NA,0,0
2020-10-29,"Tauragės ligoninės laboratorija",8,0,6,0,2,0,NA,NA,0,0
2020-10-29,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1144,609,1058,539,86,70,NA,NA,301,301
2020-10-29,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",1365,1035,1156,831,209,204,NA,NA,113,111
2020-10-29,"SYNLAB Lietuva UAB",159,0,148,0,11,0,NA,NA,0,0
2020-10-29,"Respublikinės Klaipėdos ligoninės laboratorija",11,0,11,0,0,0,NA,NA,0,0
