"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-07-14","VU ligoninės Santaros klinikų laboratorija",926,0,921,0,5,0,NA,NA,22,0
"2020-07-14","Klaipėdos universitetinės ligoninės laboratorija",413,101,412,100,1,1,NA,NA,0,0
"2020-07-14","Nacionalinė visuomenės sveikatos priežiūros laboratorija",68,0,67,0,1,0,NA,NA,45,0
"2020-07-14","Respublikinės Šiaulių ligoninės laboratorija",170,0,170,0,0,0,NA,NA,0,0
"2020-07-14","LSMU ligoninės Kauno klinikų laboratorija",994,325,988,320,6,5,NA,NA,0,0
"2020-07-14","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",183,130,182,129,1,1,NA,NA,24,0
"2020-07-14","Nacionalinio vėžio instituto laboratorija",86,0,86,0,0,0,NA,NA,0,0
"2020-07-14","UAB „Baltic Medics“",27,0,27,0,0,0,NA,NA,0,0
"2020-07-14","UAB „Diagnostikos laboratorija“ („Antėja“)",279,47,279,47,0,0,NA,NA,63,6
"2020-07-14","UAB „Medicina practica laboratorija“",182,27,182,27,0,0,NA,NA,2,0
"2020-07-14","UAB „SK Impeks Medicinos diagnostikos centras“",60,0,60,0,0,0,NA,NA,8,0
"2020-07-14","UAB „Invitro diagnostika“",250,36,250,0,0,0,NA,NA,0,0
"2020-07-14","Respublikinės Panevėžio ligoninės laboratorija",21,0,21,0,0,0,NA,NA,0,0
