"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-25,"VU ligoninės Santaros klinikų laboratorija",470,41,453,35,17,6,NA,NA,0,0
2020-10-25,"Klaipėdos universitetinės ligoninės laboratorija",491,327,399,240,92,84,NA,NA,0,0
2020-10-25,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",87,0,86,0,1,0,NA,NA,40,0
2020-10-25,"Respublikinės Šiaulių ligoninės laboratorija",307,43,249,16,58,27,NA,NA,18,9
2020-10-25,"LSMU ligoninės Kauno klinikų laboratorija",553,0,542,0,11,0,NA,NA,0,0
2020-10-25,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1021,909,879,768,142,137,NA,NA,0,0
2020-10-25,"UAB „Baltic Medics""",257,73,206,55,51,18,NA,NA,0,0
2020-10-25,"UAB „Diagnostikos laboratorija"" („Antėja"" Vilnius)",184,112,162,92,22,20,NA,NA,0,0
2020-10-25,"UAB „Medicina practica laboratorija""",825,144,749,122,76,22,NA,NA,15,5
2020-10-25,"UAB „InMedica""",308,54,298,49,10,5,NA,NA,0,0
2020-10-25,"Respublikinės Panevėžio ligoninės laboratorija",97,0,95,0,2,0,NA,NA,0,0
2020-10-25,"UAB „Diagnostikos laboratorija"" („Antėja"" Kaunas)",517,499,480,464,37,35,NA,NA,122,122
2020-10-25,"UAB „Diagnostikos laboratorija"" („Antėja"" Klaipėda)",100,100,80,80,20,20,NA,NA,0,0
2020-10-25,"SYNLAB Lietuva UAB",38,0,34,0,4,0,NA,NA,0,0
2020-10-25,"Respublikinės Klaipėdos ligoninės laboratorija",11,0,6,0,5,0,NA,NA,0,0
