"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-08-06","VU ligoninės Santaros klinikų laboratorija",741,0,736,0,5,0,NA,NA,6,0
"2020-08-06","Klaipėdos universitetinės ligoninės laboratorija",344,65,343,64,1,1,NA,NA,0,0
"2020-08-06","Nacionalinė visuomenės sveikatos priežiūros laboratorija",344,0,344,0,0,0,NA,NA,0,0
"2020-08-06","Respublikinės Šiaulių ligoninės laboratorija",203,1,203,1,0,0,NA,NA,0,0
"2020-08-06","LSMU ligoninės Kauno klinikų laboratorija",1578,499,1553,478,25,19,NA,NA,0,0
"2020-08-06","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,221,372,221,0,0,NA,NA,133,70
"2020-08-06","UAB „Baltic Medics“",64,11,64,11,0,0,NA,NA,0,0
"2020-08-06","UAB „Diagnostikos laboratorija“ („Antėja“)",218,49,217,49,1,0,NA,NA,140,17
"2020-08-06","UAB „Medicina practica laboratorija“",395,97,387,96,8,1,NA,NA,27,14
"2020-08-06","UAB „SK Impeks Medicinos diagnostikos centras“",106,0,106,0,0,0,NA,NA,0,0
"2020-08-06","UAB „Invitro diagnostika“",99,49,95,46,4,0,NA,NA,0,0
"2020-08-06","Respublikinės Panevėžio ligoninės laboratorija",114,0,114,0,0,0,NA,NA,0,0
