"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-05-30","VU ligoninės Santaros klinikų laboratorija",320,0,314,0,6,0,NA,NA,15,0
"2020-05-30","Klaipėdos universitetinės ligoninės laboratorija",323,202,320,199,3,0,NA,NA,12,12
"2020-05-30","Nacionalinė visuomenės sveikatos priežiūros laboratorija",580,0,579,0,1,0,NA,NA,50,0
"2020-05-30","Respublikinės Šiaulių ligoninės laboratorija",263,115,263,115,0,0,NA,NA,12,0
"2020-05-30","LSMU ligoninės Kauno klinikų laboratorija",594,247,592,245,2,2,NA,NA,0,0
"2020-05-30","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",261,261,261,261,0,0,NA,NA,180,180
"2020-05-30","Nacionalinio vėžio instituto laboratorija",38,0,38,0,0,0,NA,NA,0,0
"2020-05-30","UAB „Diagnostikos laboratorija“",561,69,561,69,0,0,NA,NA,29,11
"2020-05-30","UAB „Medicina practica laboratorija“",236,103,236,103,0,0,NA,NA,0,0
"2020-05-30","UAB „Invitro diagnostika“",198,47,197,46,1,1,NA,NA,0,0
"2020-05-30","Respublikinės Panevėžio ligoninės laboratorija",57,0,57,0,0,0,NA,NA,0,0
