"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-04-17","NVSPL",506,17,506,17,0,0,NA,NA,554,0
"2020-04-17","Santaros klinikos",857,0,850,0,7,0,NA,NA,264,0
"2020-04-17","Kauno klinikos",1756,392,1750,389,6,3,NA,NA,300,300
"2020-04-17","Klaipėdos universitetinė ligoninė",470,166,461,161,9,5,NA,NA,16,16
"2020-04-17","Šiaulių ligoninė",345,14,345,14,0,0,NA,NA,154,0
"2020-04-17","NMVRVI",651,16,635,0,16,16,NA,NA,0,0
"2020-04-17","NVI",380,36,379,35,1,1,NA,NA,201,0
"2020-04-17","VU GMC",243,0,189,0,54,0,NA,NA,0,0
"2020-04-17","Medicina practica",185,185,185,185,0,0,NA,NA,4,4
"2020-04-17","Diagnostikos laboratorija",273,138,272,137,1,1,NA,NA,207,0
"2020-04-17","Baltic medics",49,49,49,49,0,0,NA,NA,121,116
