"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-04","VU ligoninės Santaros klinikų laboratorija",865,0,861,0,4,0,NA,NA,1,0
"2020-06-04","Klaipėdos universitetinės ligoninės laboratorija",304,103,299,99,5,3,NA,NA,0,0
"2020-06-04","Nacionalinė visuomenės sveikatos priežiūros laboratorija",510,0,507,0,3,0,NA,NA,50,0
"2020-06-04","Respublikinės Šiaulių ligoninės laboratorija",496,33,495,32,1,1,NA,NA,0,0
"2020-06-04","LSMU ligoninės Kauno klinikų laboratorija",1146,305,1144,304,2,0,NA,NA,0,0
"2020-06-04","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",377,377,371,371,6,2,NA,NA,246,246
"2020-06-04","Nacionalinio vėžio instituto laboratorija",331,40,331,40,0,0,NA,NA,2,0
"2020-06-04","UAB „Baltic Medics“",88,41,87,40,1,0,NA,NA,0,0
"2020-06-04","UAB „Diagnostikos laboratorija“",562,43,562,43,0,0,NA,NA,239,11
"2020-06-04","UAB „Medicina practica laboratorija“",264,60,264,60,0,0,NA,NA,48,10
"2020-06-04","UAB „SK Impeks Medicinos diagnostikos centras“",81,0,81,0,0,0,NA,NA,10,0
"2020-06-04","UAB „Invitro diagnostika“",92,81,92,81,0,0,NA,NA,0,0
"2020-06-04","Respublikinės Panevėžio ligoninės laboratorija",138,0,138,0,0,0,NA,NA,0,0
