"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-17","VU ligoninės Santaros klinikų laboratorija",920,0,917,0,3,0,NA,NA,0,0
"2020-09-17","Klaipėdos universitetinės ligoninės laboratorija",499,127,494,124,5,4,NA,NA,0,0
"2020-09-17","Nacionalinė visuomenės sveikatos priežiūros laboratorija",326,13,322,13,4,0,NA,NA,45,0
"2020-09-17","Respublikinės Šiaulių ligoninės laboratorija",375,29,373,29,2,0,NA,NA,200,0
"2020-09-17","LSMU ligoninės Kauno klinikų laboratorija",376,0,376,0,0,0,NA,NA,0,0
"2020-09-17","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,487,618,455,33,24,NA,NA,48,48
"2020-09-17","UAB „Baltic Medics“",498,190,495,187,3,3,NA,NA,0,0
"2020-09-17","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",342,59,304,58,38,0,NA,NA,82,0
"2020-09-17","UAB „Medicina practica laboratorija“",944,105,937,101,7,0,NA,NA,2,1
"2020-09-17","UAB „SK Impeks Medicinos diagnostikos centras“",72,0,72,0,0,0,NA,NA,0,0
"2020-09-17","UAB „Invitro diagnostika“",247,25,241,25,6,0,NA,NA,1,0
"2020-09-17","Respublikinės Panevėžio ligoninės laboratorija",55,0,55,0,0,0,NA,NA,0,0
"2020-09-17","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",559,330,548,319,11,8,NA,NA,258,94
