"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-09,"VU ligoninės Santaros klinikų laboratorija",630,0,539,0,91,0,NA,NA,6,0
2020-11-09,"Klaipėdos universitetinės ligoninės laboratorija",559,363,394,223,165,139,NA,NA,0,0
2020-11-09,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",170,1,166,1,4,0,NA,NA,45,0
2020-11-09,"Respublikinės Šiaulių ligoninės laboratorija",314,0,284,0,30,0,NA,NA,0,0
2020-11-09,"LSMU ligoninės Kauno klinikų laboratorija",439,0,417,0,22,0,NA,NA,0,0
2020-11-09,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1116,1098,843,826,273,269,NA,NA,400,300
2020-11-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",612,215,539,151,73,64,NA,NA,280,280
2020-11-09,"UAB „Medicina practica laboratorija“",888,205,708,126,180,79,NA,NA,118,3
2020-11-09,"UAB „InMedica“",738,147,663,118,75,28,NA,NA,0,0
2020-11-09,"Respublikinės Panevėžio ligoninės laboratorija",74,0,62,0,12,0,NA,NA,0,0
2020-11-09,"Tauragės ligoninės laboratorija",5,0,4,0,1,0,NA,NA,0,0
2020-11-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1310,1194,1114,1012,196,182,NA,NA,200,200
2020-11-09,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",132,112,110,98,22,14,NA,NA,0,0
2020-11-09,"SYNLAB Lietuva UAB",146,0,132,0,14,0,NA,NA,0,0
2020-11-09,"Respublikinės Klaipėdos ligoninės laboratorija",37,0,25,0,12,0,NA,NA,0,0
