"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-19,"VU ligoninės Santaros klinikų laboratorija",1547,0,1430,0,117,0,NA,NA,5,0
2020-11-19,"Klaipėdos universitetinės ligoninės laboratorija",754,345,591,224,163,118,NA,NA,99,99
2020-11-19,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",334,112,298,87,36,24,NA,NA,45,0
2020-11-19,"Respublikinės Šiaulių ligoninės laboratorija",626,16,578,6,48,10,NA,NA,0,0
2020-11-19,"LSMU ligoninės Kauno klinikų laboratorija",1138,0,1082,0,56,0,NA,NA,40,0
2020-11-19,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1116,986,808,693,308,293,NA,NA,400,300
2020-11-19,"Nacionalinio vėžio instituto laboratorija",121,0,118,0,3,0,NA,NA,56,0
2020-11-19,"UAB „Baltic Medics“",1300,490,1142,398,158,92,NA,NA,0,0
2020-11-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",1374,662,1122,497,252,165,NA,NA,586,292
2020-11-19,"UAB „Medicina practica laboratorija“",2418,161,2105,72,313,89,NA,NA,202,80
2020-11-19,"UAB „SK Impeks Medicinos diagnostikos centras“",132,0,124,0,8,0,NA,NA,0,0
2020-11-19,"UAB „InMedica“",709,417,598,348,111,69,NA,NA,0,0
2020-11-19,"Respublikinės Panevėžio ligoninės laboratorija",283,0,265,0,18,0,NA,NA,0,0
2020-11-19,"Tauragės ligoninės laboratorija",7,0,2,0,5,0,NA,NA,0,0
2020-11-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1785,778,1315,451,460,304,NA,NA,360,130
2020-11-19,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",1008,748,850,596,158,152,NA,NA,375,150
2020-11-19,"SYNLAB Lietuva UAB",173,0,149,0,24,0,NA,NA,0,0
2020-11-19,"Respublikinės Klaipėdos ligoninės laboratorija",10,0,7,0,3,0,NA,NA,0,0
2020-11-19,"Regioninės Telšių ligoninės laboratorija",9,0,5,0,4,0,NA,NA,0,0
2020-11-19,"UAB Rezus.lt",304,239,199,147,105,16,NA,NA,84,82
