"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-05-14","VU ligoninės Santaros klinikų laboratorija",776,0,760,0,16,0,NA,NA,16,0
"2020-05-14","Klaipėdos universitetinės ligoninės laboratorija",658,286,640,284,18,0,NA,NA,90,60
"2020-05-14","Nacionalinė visuomenės sveikatos priežiūros laboratorija",595,38,593,38,2,0,NA,NA,225,0
"2020-05-14","Respublikinės Šiaulių ligoninės laboratorija",595,130,595,130,0,0,NA,NA,100,41
"2020-05-14","LSMU ligoninės Kauno klinikų laboratorija",2265,900,2265,900,0,0,NA,NA,0,0
"2020-05-14","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,651,646,646,5,3,NA,NA,200,200
"2020-05-14","Nacionalinio vėžio instituto laboratorija",544,80,544,80,0,0,NA,NA,161,0
"2020-05-14","UAB „Baltic Medics“",307,279,307,279,0,0,NA,NA,5,0
"2020-05-14","UAB „Diagnostikos laboratorija“",751,151,751,151,0,0,NA,NA,362,179
"2020-05-14","UAB „Medicina practica laboratorija“",325,0,325,0,0,0,NA,NA,110,0
"2020-05-14","UAB „SK Impeks Medicinos diagnostikos centras“",90,0,90,0,0,0,NA,NA,40,0
"2020-05-14","VU Gyvybės mokslų centras",186,0,186,0,0,0,NA,NA,99,0
"2020-05-14","UAB „Invitro diagnostika“",227,32,227,32,0,0,NA,NA,0,0
"2020-05-14","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0
