"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-15,"VU ligoninės Santaros klinikų laboratorija",1013,0,1000,0,13,0,NA,NA,11,0
2020-10-15,"Klaipėdos universitetinės ligoninės laboratorija",754,223,694,179,60,39,NA,NA,34,24
2020-10-15,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",248,0,244,0,4,0,NA,NA,0,0
2020-10-15,"Respublikinės Šiaulių ligoninės laboratorija",719,60,693,60,26,0,NA,NA,165,0
2020-10-15,"LSMU ligoninės Kauno klinikų laboratorija",519,0,505,0,14,0,NA,NA,0,0
2020-10-15,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",930,619,849,538,81,54,NA,NA,26,26
2020-10-15,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",822,48,821,48,1,1,NA,NA,0,0
2020-10-15,"UAB „Medicina practica laboratorija“",1232,98,1214,97,18,0,NA,NA,79,4
2020-10-15,"UAB „SK Impeks Medicinos diagnostikos centras“",108,0,108,0,0,0,NA,NA,0,0
2020-10-15,"UAB „InMedica“",376,59,361,57,15,2,NA,NA,NA,NA
2020-10-15,"Respublikinės Panevėžio ligoninės laboratorija",132,0,130,0,2,0,NA,NA,0,NA
2020-10-15,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",836,596,820,584,16,12,NA,NA,124,124
2020-10-15,"SYNLAB Lietuva UAB",134,0,132,0,2,0,NA,NA,NA,NA
