"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-12,"VU ligoninės Santaros klinikų laboratorija",1666,0,1600,0,66,0,NA,NA,14,0
2020-11-12,"Klaipėdos universitetinės ligoninės laboratorija",746,374,532,215,214,156,NA,NA,0,0
2020-11-12,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",339,6,327,1,12,5,NA,NA,45,0
2020-11-12,"Respublikinės Šiaulių ligoninės laboratorija",611,0,567,0,44,0,NA,NA,0,0
2020-11-12,"LSMU ligoninės Kauno klinikų laboratorija",820,0,784,0,36,0,NA,NA,91,0
2020-11-12,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1116,955,868,719,248,236,NA,NA,300,300
2020-11-12,"Nacionalinio vėžio instituto laboratorija",60,0,60,0,0,0,NA,NA,9,0
2020-11-12,"UAB „Baltic Medics“",1425,952,1275,910,150,42,NA,NA,242,145
2020-11-12,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",1203,536,1033,405,170,131,NA,NA,319,0
2020-11-12,"UAB „Medicina practica laboratorija“",3164,184,2871,95,293,88,NA,NA,76,41
2020-11-12,"UAB „SK Impeks Medicinos diagnostikos centras“",156,0,152,0,4,0,NA,NA,0,0
2020-11-12,"UAB „InMedica“",535,158,455,96,80,62,NA,NA,0,0
2020-11-12,"Respublikinės Panevėžio ligoninės laboratorija",241,0,224,0,17,0,NA,NA,0,0
2020-11-12,"VšĮ Respublikinės Vilniaus universitetinės ligoninės laboratorija",38,0,36,0,2,0,NA,NA,0,0
2020-11-12,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-11-12,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1508,652,1344,569,164,72,NA,NA,825,770
2020-11-12,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",1141,861,901,644,240,176,NA,NA,518,93
2020-11-12,"SYNLAB Lietuva UAB",282,0,266,0,16,0,NA,NA,0,0
2020-11-12,"Respublikinės Klaipėdos ligoninės laboratorija",9,0,4,0,5,0,NA,NA,0,0
2020-11-12,"Regioninės Telšių ligoninės laboratorija",3,0,3,0,0,0,NA,NA,0,0
