"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-08","VU ligoninės Santaros klinikų laboratorija",979,0,977,0,2,0,NA,NA,4,0
"2020-09-08","Klaipėdos universitetinės ligoninės laboratorija",527,139,524,136,3,1,NA,NA,0,0
"2020-09-08","Nacionalinė visuomenės sveikatos priežiūros laboratorija",233,0,231,0,2,0,NA,NA,40,0
"2020-09-08","Respublikinės Šiaulių ligoninės laboratorija",475,145,472,142,3,3,NA,NA,0,0
"2020-09-08","LSMU ligoninės Kauno klinikų laboratorija",909,184,905,182,4,2,NA,NA,0,0
"2020-09-08","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,376,450,361,15,10,NA,NA,84,74
"2020-09-08","UAB „Baltic Medics“",118,69,118,69,0,0,NA,NA,0,0
"2020-09-08","UAB „Diagnostikos laboratorija“ („Antėja“)",349,49,348,48,1,1,NA,NA,364,22
"2020-09-08","UAB „Medicina practica laboratorija“",798,122,793,120,5,1,NA,NA,0,0
"2020-09-08","UAB „SK Impeks Medicinos diagnostikos centras“",132,0,132,0,0,0,NA,NA,2,0
"2020-09-08","UAB „Invitro diagnostika“",233,61,223,52,10,2,NA,NA,0,0
"2020-09-08","Respublikinės Panevėžio ligoninės laboratorija",84,0,83,0,1,0,NA,NA,0,0
"2020-09-08","Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
