"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-28,"VU ligoninės Santaros klinikų laboratorija",1290,0,1258,0,32,0,NA,NA,9,0
2020-10-28,"Klaipėdos universitetinės ligoninės laboratorija",756,259,667,191,89,64,NA,NA,40,40
2020-10-28,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",295,12,278,12,17,0,NA,NA,45,0
2020-10-28,"Respublikinės Šiaulių ligoninės laboratorija",550,0,514,0,36,0,NA,NA,0,0
2020-10-28,"LSMU ligoninės Kauno klinikų laboratorija",754,0,733,0,21,0,NA,NA,0,0
2020-10-28,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1186,916,987,720,199,192,NA,NA,0,0
2020-10-28,"Nacionalinio vėžio instituto laboratorija",87,0,84,0,3,0,NA,NA,0,0
2020-10-28,"UAB „Baltic Medics“",988,422,889,362,99,60,NA,NA,0,0
2020-10-28,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",834,162,773,132,61,30,NA,NA,259,65
2020-10-28,"UAB „Medicina practica laboratorija“",2190,184,2103,159,87,25,NA,NA,101,21
2020-10-28,"UAB „SK Impeks Medicinos diagnostikos centras“",144,0,137,0,7,0,NA,NA,0,0
2020-10-28,"UAB „InMedica“",365,0,332,0,33,0,NA,NA,0,0
2020-10-28,"Respublikinės Panevėžio ligoninės laboratorija",164,0,155,0,9,0,NA,NA,0,0
2020-10-28,"Tauragės ligoninės laboratorija",4,0,3,0,1,0,NA,NA,0,0
2020-10-28,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1433,1018,1324,925,109,93,NA,NA,279,279
2020-10-28,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",646,525,541,426,105,99,NA,NA,195,83
2020-10-28,"SYNLAB Lietuva UAB",158,0,153,0,5,0,NA,NA,0,0
2020-10-28,"Respublikinės Klaipėdos ligoninės laboratorija",21,0,21,0,0,0,NA,NA,0,0
2020-10-28,"Klaipėdos vaikų ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
