"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-16","VU ligoninės Santaros klinikų laboratorija",1034,0,1025,0,9,0,NA,NA,0,0
"2020-06-16","Klaipėdos universitetinės ligoninės laboratorija",460,189,460,189,0,0,NA,NA,0,0
"2020-06-16","Nacionalinė visuomenės sveikatos priežiūros laboratorija",500,106,500,106,0,0,NA,NA,45,0
"2020-06-16","Respublikinės Šiaulių ligoninės laboratorija",463,79,462,79,1,0,NA,NA,0,0
"2020-06-16","LSMU ligoninės Kauno klinikų laboratorija",1406,446,1403,443,3,1,NA,NA,50,50
"2020-06-16","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",743,435,735,428,8,4,NA,NA,21,21
"2020-06-16","Nacionalinio vėžio instituto laboratorija",215,40,215,40,0,0,NA,NA,34,0
"2020-06-16","UAB „Baltic Medics“",69,45,69,45,0,0,NA,NA,0,0
"2020-06-16","UAB „Diagnostikos laboratorija“ („Antėja“)",660,75,660,75,0,0,NA,NA,498,26
"2020-06-16","UAB „Medicina practica laboratorija“",239,73,239,73,0,0,NA,NA,85,15
"2020-06-16","UAB „SK Impeks Medicinos diagnostikos centras“",27,0,27,0,0,0,NA,NA,0,0
"2020-06-16","UAB „Invitro diagnostika“",143,30,143,30,0,0,NA,NA,0,0
"2020-06-16","Respublikinės Panevėžio ligoninės laboratorija",67,0,67,0,0,0,NA,NA,0,0
