"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-08-19","VU ligoninės Santaros klinikų laboratorija",748,0,730,0,18,0,NA,NA,8,0
"2020-08-19","Klaipėdos universitetinės ligoninės laboratorija",433,155,429,152,4,2,NA,NA,0,0
"2020-08-19","Nacionalinė visuomenės sveikatos priežiūros laboratorija",332,26,331,26,1,0,NA,NA,35,0
"2020-08-19","Respublikinės Šiaulių ligoninės laboratorija",313,79,313,79,0,0,NA,NA,0,0
"2020-08-19","LSMU ligoninės Kauno klinikų laboratorija",1395,488,1388,483,7,5,NA,NA,319,319
"2020-08-19","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,336,447,318,18,16,NA,NA,131,80
"2020-08-19","Nacionalinio vėžio instituto laboratorija",103,0,103,0,0,0,NA,NA,0,0
"2020-08-19","UAB „Baltic Medics“",38,0,38,0,0,0,NA,NA,0,0
"2020-08-19","UAB „Diagnostikos laboratorija“ („Antėja“)",455,250,452,247,3,3,NA,NA,311,92
"2020-08-19","UAB „Medicina practica laboratorija“",412,70,409,70,3,0,NA,NA,22,20
"2020-08-19","UAB „SK Impeks Medicinos diagnostikos centras“",84,0,84,0,0,0,NA,NA,0,0
"2020-08-19","UAB „Invitro diagnostika“",120,52,114,46,6,3,NA,NA,1,0
"2020-08-19","Respublikinės Panevėžio ligoninės laboratorija",75,0,74,0,1,0,NA,NA,0,0
