"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-27,"VU ligoninės Santaros klinikų laboratorija",1463,0,1413,0,50,0,NA,NA,7,0
2020-10-27,"Klaipėdos universitetinės ligoninės laboratorija",850,337,746,315,104,78,NA,NA,12,12
2020-10-27,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",337,54,318,43,19,11,NA,NA,50,0
2020-10-27,"Respublikinės Šiaulių ligoninės laboratorija",670,0,650,0,20,0,NA,NA,0,0
2020-10-27,"LSMU ligoninės Kauno klinikų laboratorija",909,0,889,0,20,0,NA,NA,0,0
2020-10-27,"Nacionalinio vėžio instituto laboratorija",90,0,89,0,1,0,NA,NA,6,0
2020-10-27,"UAB „Baltic Medics“",1038,408,974,929,64,45,NA,NA,0,0
2020-10-27,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",529,5,511,4,18,1,NA,NA,299,108
2020-10-27,"UAB „Medicina practica laboratorija“",2116,0,1999,59,117,37,NA,NA,298,83
2020-10-27,"UAB „SK Impeks Medicinos diagnostikos centras“",250,0,240,0,10,0,NA,NA,0,0
2020-10-27,"UAB „InMedica“",374,51,351,48,23,3,NA,NA,0,0
2020-10-27,"Respublikinės Panevėžio ligoninės laboratorija",179,0,165,0,14,0,NA,NA,0,0
2020-10-27,"Tauragės ligoninės laboratorija",5,0,5,0,0,0,NA,NA,0,0
2020-10-27,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1147,777,1020,667,127,110,NA,NA,0,0
2020-10-27,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",740,459,595,328,145,131,NA,NA,170,169
2020-10-27,"SYNLAB Lietuva UAB",102,0,99,0,3,0,NA,NA,0,0
2020-10-27,"Respublikinės Klaipėdos ligoninės laboratorija",6,0,6,0,0,0,NA,NA,0,0
2020-10-27,"Klaipėdos vaikų ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
