"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-29","VU ligoninės Santaros klinikų laboratorija",1079,0,1074,0,5,0,NA,NA,5,0
"2020-09-29","Klaipėdos universitetinės ligoninės laboratorija",646,115,642,113,4,1,NA,NA,0,0
"2020-09-29","Nacionalinė visuomenės sveikatos priežiūros laboratorija",340,3,336,3,4,0,NA,NA,50,0
"2020-09-29","Respublikinės Šiaulių ligoninės laboratorija",558,0,545,0,13,0,NA,NA,31,0
"2020-09-29","LSMU ligoninės Kauno klinikų laboratorija",517,0,514,0,3,0,NA,NA,0,0
"2020-09-29","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",558,428,543,413,15,10,NA,NA,78,19
"2020-09-29","UAB „Baltic Medics“",525,278,506,260,19,18,NA,NA,0,0
"2020-09-29","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",744,339,708,303,36,35,NA,NA,391,158
"2020-09-29","UAB „Medicina practica laboratorija“",996,106,977,101,19,5,NA,NA,0,0
"2020-09-29","UAB „SK Impeks Medicinos diagnostikos centras“",176,0,176,0,0,0,NA,NA,0,0
"2020-09-29","UAB „Invitro diagnostika“",184,65,177,63,7,2,NA,NA,94,0
"2020-09-29","Respublikinės Panevėžio ligoninės laboratorija",105,0,104,0,1,0,NA,NA,0,0
"2020-09-29","Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
"2020-09-29","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",564,364,544,345,20,18,NA,NA,188,188
