"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-07-28","VU ligoninės Santaros klinikų laboratorija",888,0,871,0,17,0,NA,NA,4,0
"2020-07-28","Klaipėdos universitetinės ligoninės laboratorija",386,87,384,85,2,1,NA,NA,0,0
"2020-07-28","Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,0,244,0,2,0,NA,NA,45,0
"2020-07-28","Respublikinės Šiaulių ligoninės laboratorija",229,0,228,0,1,0,NA,NA,0,0
"2020-07-28","LSMU ligoninės Kauno klinikų laboratorija",1091,289,1086,288,5,1,NA,NA,0,0
"2020-07-28","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",279,217,276,214,3,3,NA,NA,58,58
"2020-07-28","Nacionalinio vėžio instituto laboratorija",77,0,77,0,0,0,NA,NA,0,0
"2020-07-28","UAB „Baltic Medics“",42,0,42,0,0,0,NA,NA,0,0
"2020-07-28","UAB „Diagnostikos laboratorija“ („Antėja“)",238,23,238,23,0,0,NA,NA,119,18
"2020-07-28","UAB „Medicina practica laboratorija“",259,51,249,42,10,9,NA,NA,20,0
"2020-07-28","UAB „SK Impeks Medicinos diagnostikos centras“",54,0,54,0,0,0,NA,NA,0,0
"2020-07-28","UAB „Invitro diagnostika“",83,43,81,42,2,0,NA,NA,1,1
"2020-07-28","Respublikinės Panevėžio ligoninės laboratorija",170,0,170,0,0,0,NA,NA,0,0
