"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-10,"VU ligoninės Santaros klinikų laboratorija",1932,0,1865,0,67,0,NA,NA,50,0
2020-11-10,"Klaipėdos universitetinės ligoninės laboratorija",1037,444,834,280,203,161,NA,NA,31,31
2020-11-10,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",338,16,312,16,26,0,NA,NA,45,0
2020-11-10,"Respublikinės Šiaulių ligoninės laboratorija",485,0,447,0,38,0,NA,NA,0,0
2020-11-10,"LSMU ligoninės Kauno klinikų laboratorija",616,0,596,0,20,0,NA,NA,350,0
2020-11-10,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1210,1027,913,732,297,295,NA,NA,150,40
2020-11-10,"Nacionalinio vėžio instituto laboratorija",82,0,80,0,2,0,NA,NA,0,0
2020-11-10,"UAB „Baltic Medics“",1018,681,887,603,131,84,NA,NA,0,0
2020-11-10,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",1083,284,933,188,150,96,NA,NA,617,315
2020-11-10,"UAB „Medicina practica laboratorija“",2419,71,2186,34,233,36,NA,NA,484,124
2020-11-10,"UAB „SK Impeks Medicinos diagnostikos centras“",130,0,116,0,14,0,NA,NA,0,0
2020-11-10,"UAB „InMedica“",564,121,481,91,83,30,NA,NA,0,0
2020-11-10,"Respublikinės Panevėžio ligoninės laboratorija",127,0,119,0,8,0,NA,NA,0,0
2020-11-10,"VšĮ Respublikinės Vilniaus universitetinės ligoninės laboratorija",45,0,43,0,2,0,NA,NA,0,0
2020-11-10,"Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
2020-11-10,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",987,596,856,495,131,101,NA,NA,470,470
2020-11-10,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",722,504,611,412,111,92,NA,NA,180,85
2020-11-10,"SYNLAB Lietuva UAB",286,0,248,0,38,50,NA,NA,0,0
2020-11-10,"Respublikinės Klaipėdos ligoninės laboratorija",8,0,8,0,0,0,NA,NA,0,0
2020-11-10,"Klaipėdos vaikų ligoninės laboratorija",1,0,0,0,1,0,NA,NA,0,0
2020-11-10,"Regioninės Telšių ligoninės laboratorija",1,0,0,0,1,0,NA,NA,0,0
