"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-10-06","VU ligoninės Santaros klinikų laboratorija",936,0,933,0,3,0,NA,NA,0,0
"2020-10-06","Klaipėdos universitetinės ligoninės laboratorija",671,175,658,167,13,6,NA,NA,0,0
"2020-10-06","Nacionalinė visuomenės sveikatos priežiūros laboratorija",340,2,337,1,3,1,NA,NA,45,0
"2020-10-06","Respublikinės Šiaulių ligoninės laboratorija",320,0,310,0,10,0,NA,NA,0,0
"2020-10-06","LSMU ligoninės Kauno klinikų laboratorija",662,0,658,0,4,0,NA,NA,0,0
"2020-10-06","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,431,613,393,38,22,NA,NA,186,54
"2020-10-06","UAB „Baltic Medics“",688,477,651,440,37,29,NA,NA,0,0
"2020-10-06","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",845,292,818,272,27,19,NA,NA,574,111
"2020-10-06","UAB „Medicina practica laboratorija“",1133,147,1119,142,14,5,NA,NA,1,0
"2020-10-06","UAB „SK Impeks Medicinos diagnostikos centras“",84,0,82,0,2,0,NA,NA,0,0
"2020-10-06","UAB „InMedica“",210,53,199,50,11,2,NA,NA,0,0
"2020-10-06","Respublikinės Panevėžio ligoninės laboratorija",95,0,93,0,2,0,NA,NA,0,0
"2020-10-06","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",548,403,540,395,8,8,NA,NA,116,116
"2020-10-06","UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",81,53,78,51,3,2,NA,NA,0,0
"2020-10-06","SYNLAB Lietuva UAB",13,0,12,0,1,0,NA,NA,0,0
