"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-23","VU ligoninės Santaros klinikų laboratorija",948,0,940,0,8,0,NA,NA,7,0
"2020-09-23","Klaipėdos universitetinės ligoninės laboratorija",650,216,641,207,9,7,NA,NA,0,0
"2020-09-23","Nacionalinė visuomenės sveikatos priežiūros laboratorija",343,1,341,1,2,0,NA,NA,45,0
"2020-09-23","Respublikinės Šiaulių ligoninės laboratorija",627,9,618,9,9,0,NA,NA,0,0
"2020-09-23","LSMU ligoninės Kauno klinikų laboratorija",492,0,491,0,1,0,NA,NA,0,0
"2020-09-23","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,452,611,414,40,28,NA,NA,4,0
"2020-09-23","Nacionalinio vėžio instituto laboratorija",72,0,72,0,0,0,NA,NA,3,0
"2020-09-23","UAB „Baltic Medics“",264,125,235,98,29,27,NA,NA,0,0
"2020-09-23","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",687,303,680,296,7,7,NA,NA,207,92
"2020-09-23","UAB „Medicina practica laboratorija“",948,89,937,87,11,2,NA,NA,1,0
"2020-09-23","UAB „SK Impeks Medicinos diagnostikos centras“",60,0,59,0,1,0,NA,NA,0,0
"2020-09-23","UAB „Invitro diagnostika“",190,73,183,69,7,1,NA,NA,0,0
"2020-09-23","Respublikinės Panevėžio ligoninės laboratorija",130,0,128,0,2,0,NA,NA,0,0
"2020-09-23","Tauragės ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
"2020-09-23","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",550,313,535,299,15,14,NA,NA,64,64
