"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-13","VU ligoninės Santaros klinikų laboratorija",284,0,277,0,7,0,NA,NA,0,0
"2020-06-13","Klaipėdos universitetinės ligoninės laboratorija",220,139,220,139,0,0,NA,NA,0,0
"2020-06-13","Nacionalinė visuomenės sveikatos priežiūros laboratorija",509,0,508,0,1,0,NA,NA,50,0
"2020-06-13","Respublikinės Šiaulių ligoninės laboratorija",209,77,209,77,0,0,NA,NA,15,0
"2020-06-13","LSMU ligoninės Kauno klinikų laboratorija",565,228,562,228,3,0,NA,NA,0,0
"2020-06-13","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",642,397,637,392,5,4,NA,NA,39,39
"2020-06-13","Nacionalinio vėžio instituto laboratorija",28,0,28,0,0,0,NA,NA,0,0
"2020-06-13","UAB „Baltic Medics“",73,45,73,45,0,0,NA,NA,0,0
"2020-06-13","UAB „Diagnostikos laboratorija“ („Antėja“)",51,39,51,39,0,0,NA,NA,0,0
"2020-06-13","UAB „Medicina practica laboratorija“",86,81,86,81,0,0,NA,NA,0,0
"2020-06-13","UAB „SK Impeks Medicinos diagnostikos centras“",0,0,0,0,0,0,NA,NA,0,0
"2020-06-13","VU Gyvybės mokslų centras",0,0,0,0,0,0,NA,NA,0,0
"2020-06-13","UAB „Invitro diagnostika“",113,65,113,65,0,0,NA,NA,1,1
"2020-06-13","Respublikinės Panevėžio ligoninės laboratorija",78,0,78,0,0,0,NA,NA,0,0
