"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-07-07","VU ligoninės Santaros klinikų laboratorija",943,0,938,0,5,0,NA,NA,4,0
"2020-07-07","Klaipėdos universitetinės ligoninės laboratorija",457,139,456,139,1,0,NA,NA,0,0
"2020-07-07","Nacionalinė visuomenės sveikatos priežiūros laboratorija",110,0,110,0,0,0,NA,NA,30,0
"2020-07-07","Respublikinės Šiaulių ligoninės laboratorija",395,36,395,0,0,0,NA,NA,37,0
"2020-07-07","LSMU ligoninės Kauno klinikų laboratorija",912,182,911,181,1,1,NA,NA,0,0
"2020-07-07","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",186,179,184,177,2,2,NA,NA,27,27
"2020-07-07","Nacionalinio vėžio instituto laboratorija",125,0,125,0,0,0,NA,NA,1,0
"2020-07-07","UAB „Baltic Medics“",78,41,78,41,0,0,NA,NA,0,0
"2020-07-07","UAB „Diagnostikos laboratorija“ („Antėja“)",94,16,94,16,0,0,NA,NA,517,23
"2020-07-07","UAB „Medicina practica laboratorija“",195,19,195,19,0,0,NA,NA,36,0
"2020-07-07","UAB „SK Impeks Medicinos diagnostikos centras“",59,0,59,0,0,0,NA,NA,2,0
"2020-07-07","Respublikinės Panevėžio ligoninės laboratorija",33,0,33,0,0,0,NA,NA,0,0
