"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-10-16,"VU ligoninės Santaros klinikų laboratorija",778,0,770,0,8,0,NA,NA,4,0
2020-10-16,"Klaipėdos universitetinės ligoninės laboratorija",738,225,675,192,63,32,NA,NA,0,0
2020-10-16,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,0,246,0,0,0,NA,NA,45,0
2020-10-16,"Respublikinės Šiaulių ligoninės laboratorija",472,0,457,0,15,0,NA,NA,0,0
2020-10-16,"LSMU ligoninės Kauno klinikų laboratorija",864,0,855,0,9,0,NA,NA,0,0
2020-10-16,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1301,599,1180,491,121,77,NA,NA,200,150
2020-10-16,"Nacionalinio vėžio instituto laboratorija",69,0,68,0,1,0,NA,NA,0,0
2020-10-16,"UAB „Baltic Medics“",508,352,463,317,45,30,NA,NA,0,0
2020-10-16,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",397,58,382,55,15,3,NA,NA,0,0
2020-10-16,"UAB „Medicina practica laboratorija“",1180,92,1148,85,32,7,NA,NA,2,0
2020-10-16,"UAB „SK Impeks Medicinos diagnostikos centras“",185,0,175,0,10,0,NA,NA,0,0
2020-10-16,"UAB „InMedica“",481,109,468,104,13,3,NA,NA,0,0
2020-10-16,"Respublikinės Panevėžio ligoninės laboratorija",188,0,183,0,5,0,NA,NA,0,0
2020-10-16,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",711,510,678,486,33,24,NA,NA,110,110
2020-10-16,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",261,260,246,247,15,13,NA,NA,264,245
2020-10-16,"SYNLAB Lietuva UAB",140,0,136,0,4,0,NA,NA,0,0
2020-10-16,"Respublikinės Klaipėdos ligoninės laboratorija",1,0,1,0,0,0,NA,NA,0,0
