"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-21,"VU ligoninės Santaros klinikų laboratorija",578,1,530,0,48,1,NA,NA,2,0
2020-11-21,"Klaipėdos universitetinės ligoninės laboratorija",470,283,299,151,171,126,NA,NA,4,4
2020-11-21,"Respublikinės Šiaulių ligoninės laboratorija",489,96,414,52,75,44,NA,NA,0,0
2020-11-21,"LSMU ligoninės Kauno klinikų laboratorija",435,0,417,0,18,0,NA,NA,0,0
2020-11-21,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1114,1012,787,711,327,294,NA,NA,500,500
2020-11-21,"UAB „Baltic Medics""",910,367,743,298,167,92,NA,NA,0,0
2020-11-21,"UAB „Diagnostikos laboratorija"" („Antėja"" Vilnius)",897,238,820,177,77,61,NA,NA,668,357
2020-11-21,"UAB „Medicina practica laboratorija""",902,473,627,324,275,149,NA,NA,0,0
2020-11-21,"Respublikinės Panevėžio ligoninės laboratorija",92,0,85,0,7,0,NA,NA,0,0
2020-11-21,"Tauragės ligoninės laboratorija",6,0,3,0,3,0,NA,NA,0,0
2020-11-21,"UAB „Diagnostikos laboratorija"" („Antėja"" Kaunas)",896,728,653,508,243,220,NA,NA,55,55
2020-11-21,"UAB „Diagnostikos laboratorija"" („Antėja"" Klaipėda)",469,340,355,238,114,102,NA,NA,0,0
2020-11-21,"SYNLAB Lietuva UAB",132,0,117,0,15,0,NA,NA,0,0
2020-11-21,"Respublikinės Klaipėdos ligoninės laboratorija",23,0,14,8,9,0,NA,NA,0,0
2020-11-21,"Regioninės Telšių ligoninės laboratorija",3,0,2,0,1,0,NA,NA,0,0
2020-11-21,"UAB Rezus.lt",234,134,179,95,55,39,NA,NA,0,0
