"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-11-06,"VU ligoninės Santaros klinikų laboratorija",1665,0,1617,0,48,0,NA,NA,9,0
2020-11-06,"Klaipėdos universitetinės ligoninės laboratorija",1041,503,811,318,230,184,NA,NA,59,59
2020-11-06,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",336,49,297,30,39,19,NA,NA,50,0
2020-11-06,"Respublikinės Šiaulių ligoninės laboratorija",544,0,499,0,45,0,NA,NA,0,0
2020-11-06,"LSMU ligoninės Kauno klinikų laboratorija",659,0,627,0,32,0,NA,NA,0,0
2020-11-06,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",1395,938,1112,677,283,260,NA,NA,300,300
2020-11-06,"Nacionalinio vėžio instituto laboratorija",85,0,83,0,2,0,NA,NA,0,0
2020-11-06,"UAB „Baltic Medics“",1060,459,896,399,164,60,NA,NA,0,0
2020-11-06,"UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",1236,223,1103,151,133,72,NA,NA,319,150
2020-11-06,"UAB „Medicina practica laboratorija“",3378,260,3083,146,295,114,NA,NA,125,12
2020-11-06,"UAB „SK Impeks Medicinos diagnostikos centras“",156,0,153,0,3,0,NA,NA,0,0
2020-11-06,"Respublikinės Panevėžio ligoninės laboratorija",148,0,141,0,7,0,NA,NA,0,0
2020-11-06,"Tauragės ligoninės laboratorija",4,0,4,0,0,0,NA,NA,0,0
2020-11-06,"UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",1352,698,1114,503,238,195,NA,NA,200,200
2020-11-06,"UAB „Diagnostikos laboratorija“ („Antėja“ Klaipėda)",1348,679,1204,567,144,112,NA,NA,43,37
2020-11-06,"SYNLAB Lietuva UAB",283,0,251,0,32,0,NA,NA,0,0
2020-11-06,"Respublikinės Klaipėdos ligoninės laboratorija",5,0,3,0,2,0,NA,NA,0,0
