"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-03","VU ligoninės Santaros klinikų laboratorija",673,0,668,0,5,0,NA,NA,7,0
"2020-09-03","Klaipėdos universitetinės ligoninės laboratorija",377,88,377,88,0,0,NA,NA,0,0
"2020-09-03","Nacionalinė visuomenės sveikatos priežiūros laboratorija",242,12,242,12,0,0,NA,NA,40,0
"2020-09-03","Respublikinės Šiaulių ligoninės laboratorija",325,41,325,41,0,0,NA,NA,0,0
"2020-09-03","LSMU ligoninės Kauno klinikų laboratorija",1017,247,1010,246,7,0,NA,NA,0,0
"2020-09-03","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",930,522,902,495,28,6,NA,NA,300,120
"2020-09-03","UAB „Baltic Medics“",97,47,97,47,0,0,NA,NA,0,0
"2020-09-03","UAB „Diagnostikos laboratorija“ („Antėja“)",437,264,420,247,17,4,NA,NA,154,0
"2020-09-03","UAB „Medicina practica laboratorija“",462,145,458,144,4,1,NA,NA,0,0
"2020-09-03","UAB „SK Impeks Medicinos diagnostikos centras“",104,0,104,0,0,0,NA,NA,0,0
"2020-09-03","UAB „Invitro diagnostika“",207,52,203,51,4,0,NA,NA,110,0
"2020-09-03","Respublikinės Panevėžio ligoninės laboratorija",47,0,47,0,0,0,NA,NA,0,0
