"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-09-30","VU ligoninės Santaros klinikų laboratorija",872,0,870,0,2,0,NA,NA,3,0
"2020-09-30","Klaipėdos universitetinės ligoninės laboratorija",589,177,578,168,11,6,NA,NA,0,0
"2020-09-30","Nacionalinė visuomenės sveikatos priežiūros laboratorija",344,0,338,0,6,0,NA,NA,45,0
"2020-09-30","Respublikinės Šiaulių ligoninės laboratorija",456,0,452,0,4,0,NA,NA,18,0
"2020-09-30","LSMU ligoninės Kauno klinikų laboratorija",503,0,503,0,0,0,NA,NA,0,0
"2020-09-30","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,484,716,457,28,15,NA,NA,54,19
"2020-09-30","Nacionalinio vėžio instituto laboratorija",106,0,106,0,0,0,NA,NA,0,0
"2020-09-30","UAB „Baltic Medics“",419,233,361,175,58,56,NA,NA,0,0
"2020-09-30","UAB „Diagnostikos laboratorija“ („Antėja“ Vilnius)",845,424,805,387,40,37,NA,NA,317,89
"2020-09-30","UAB „Medicina practica laboratorija“",1043,112,1038,112,5,0,NA,NA,5,2
"2020-09-30","UAB „SK Impeks Medicinos diagnostikos centras“",84,0,83,0,1,0,NA,NA,0,0
"2020-09-30","UAB „Invitro diagnostika“",282,75,280,73,2,1,NA,NA,0,0
"2020-09-30","Respublikinės Panevėžio ligoninės laboratorija",122,0,122,0,0,0,NA,NA,0,0
"2020-09-30","UAB „Diagnostikos laboratorija“ („Antėja“ Kaunas)",564,300,539,277,25,23,NA,NA,286,286
