"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-07-16","VU ligoninės Santaros klinikų laboratorija",808,0,803,0,5,0,NA,NA,0,0
"2020-07-16","Klaipėdos universitetinės ligoninės laboratorija",393,68,393,68,0,0,NA,NA,0,0
"2020-07-16","Nacionalinė visuomenės sveikatos priežiūros laboratorija",212,0,212,0,0,0,NA,NA,45,0
"2020-07-16","Respublikinės Šiaulių ligoninės laboratorija",217,0,217,0,0,0,NA,NA,0,0
"2020-07-16","LSMU ligoninės Kauno klinikų laboratorija",847,240,844,239,3,1,NA,NA,0,0
"2020-07-16","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",237,72,237,72,0,0,NA,NA,125,50
"2020-07-16","Nacionalinio vėžio instituto laboratorija",54,0,54,0,0,0,NA,NA,0,0
"2020-07-16","UAB „Baltic Medics“",29,0,29,0,0,0,NA,NA,0,0
"2020-07-16","UAB „Diagnostikos laboratorija“ („Antėja“)",159,25,159,25,0,0,NA,NA,121,11
"2020-07-16","UAB „Medicina practica laboratorija“",183,24,183,24,0,0,NA,NA,24,0
"2020-07-16","UAB „SK Impeks Medicinos diagnostikos centras“",60,0,60,0,0,0,NA,NA,0,0
"2020-07-16","UAB „Invitro diagnostika“",95,34,93,34,2,0,NA,NA,0,0
"2020-07-16","Respublikinės Panevėžio ligoninės laboratorija",23,0,22,0,1,0,NA,NA,0,0
